bill_id,account_id,billing_month,bill_date,service_amount,tax_amount,adjustment_amount,total_due,load_timestamp
514102,300918,2025-03,2025-03-01,129.99,9.56,4.99,144.54,2025-03-04 00:00:00
514103,300918,2025-04,2025-04-01,129.99,5.21,0.0,135.2,2025-04-03 00:00:00
514104,300918,2025-05,2025-05-01,129.99,9.29,0.0,139.28,2025-05-01 00:00:00
514105,300918,2025-06,2025-06-01,129.99,5.39,4.99,140.37,2025-06-01 00:00:00
514106,300918,2025-07,2025-07-01,129.99,6.78,0.0,136.77,2025-07-02 00:00:00
514107,300918,2025-08,2025-08-01,129.99,8.73,0.0,138.72,2025-08-04 00:00:00
514108,300918,2025-09,2025-09-01,129.99,4.99,-5.0,129.98,2025-09-01 00:00:00
514109,300918,2025-10,2025-10-01,129.99,9.24,0.0,139.23,2025-10-04 00:00:00
514110,300918,2025-11,2025-11-01,129.99,7.63,0.0,137.62,2025-11-02 00:00:00
514111,300918,2025-12,2025-12-01,129.99,6.1,4.99,141.08,2025-12-04 00:00:00
514112,300918,2026-01,2026-01-01,129.99,9.39,0.0,139.38,2026-01-04 00:00:00
514113,300918,2026-02,2026-02-01,129.99,9.41,0.0,139.4,2026-02-02 00:00:00
514114,300918,2026-03,2026-03-01,129.99,7.09,9.99,147.07,2026-03-04 00:00:00
514115,300918,2026-04,2026-04-01,129.99,6.58,4.99,141.56,2026-04-02 00:00:00
514116,300918,2026-05,2026-05-01,129.99,5.48,-5.0,130.47,2026-05-02 00:00:00
514117,300918,2026-06,2026-06-01,129.99,8.02,9.99,148.0,2026-06-01 00:00:00
514118,300919,2025-01,2025-01-01,99.99,4.82,-5.0,99.81,2025-01-03 00:00:00
514119,300919,2025-02,2025-02-01,99.99,5.83,9.99,115.81,2025-02-02 00:00:00
514120,300919,2025-03,2025-03-01,99.99,5.31,0.0,105.3,2025-03-04 00:00:00
514121,300919,2025-04,2025-04-01,99.99,5.12,4.99,110.1,2025-04-03 00:00:00
514122,300919,2025-05,2025-05-01,99.99,4.68,4.99,109.66,2025-05-02 00:00:00
514123,300919,2025-06,2025-06-01,99.99,4.14,0.0,104.13,2025-06-02 00:00:00
514124,300919,2025-07,2025-07-01,99.99,6.35,0.0,106.34,2025-07-02 00:00:00
514125,300919,2025-08,2025-08-01,99.99,5.2,-5.0,100.19,2025-08-02 00:00:00
514126,300919,2025-09,2025-09-01,99.99,7.06,4.99,112.04,2025-09-02 00:00:00
514127,300919,2025-10,2025-10-01,99.99,5.64,-5.0,100.63,2025-10-04 00:00:00
514128,300919,2025-11,2025-11-01,99.99,3.86,0.0,103.85,2025-11-02 00:00:00
514129,300919,2025-12,2025-12-01,99.99,6.17,4.99,111.15,2025-12-01 00:00:00
514130,300919,2026-01,2026-01-01,99.99,4.89,0.0,104.88,2026-01-04 00:00:00
514131,300919,2026-02,2026-02-01,99.99,5.87,4.99,110.85,2026-02-02 00:00:00
514132,300919,2026-03,2026-03-01,99.99,3.53,0.0,103.52,2026-03-02 00:00:00
514133,300919,2026-04,2026-04-01,99.99,6.25,0.0,106.24,2026-04-04 00:00:00
514134,300919,2026-05,2026-05-01,99.99,3.99,0.0,103.98,2026-05-01 00:00:00
514135,300919,2026-06,2026-06-01,99.99,5.73,0.0,105.72,2026-06-03 00:00:00
514136,300920,2025-01,2025-01-01,99.99,7.43,0.0,107.42,2025-01-02 00:00:00
514137,300920,2025-02,2025-02-01,99.99,7.5,4.99,112.48,2025-02-03 00:00:00
514138,300920,2025-03,2025-03-01,99.99,3.66,0.0,103.65,2025-03-01 00:00:00
514139,300920,2025-04,2025-04-01,99.99,4.39,-5.0,99.38,2025-04-01 00:00:00
514140,300920,2025-05,2025-05-01,99.99,5.7,0.0,105.69,2025-05-02 00:00:00
514141,300920,2025-06,2025-06-01,99.99,6.43,0.0,106.42,2025-06-04 00:00:00
514142,300920,2025-07,2025-07-01,99.99,4.93,4.99,109.91,2025-07-02 00:00:00
514143,300920,2025-08,2025-08-01,99.99,6.39,-5.0,101.38,2025-08-04 00:00:00
514144,300920,2025-09,2025-09-01,99.99,7.01,0.0,107.0,2025-09-04 00:00:00
514145,300920,2025-10,2025-10-01,99.99,4.12,0.0,104.11,2025-10-01 00:00:00
514146,300920,2025-11,2025-11-01,99.99,7.03,-5.0,102.02,2025-11-04 00:00:00
514147,300920,2025-12,2025-12-01,99.99,6.77,-5.0,101.76,2025-12-04 00:00:00
514148,300920,2026-01,2026-01-01,99.99,4.29,0.0,104.28,2026-01-04 00:00:00
514149,300920,2026-02,2026-02-01,99.99,7.23,9.99,117.21,2026-02-02 00:00:00
514150,300920,2026-03,2026-03-01,99.99,4.29,0.0,104.28,2026-03-01 00:00:00
514151,300920,2026-04,2026-04-01,99.99,5.63,0.0,105.62,2026-04-03 00:00:00
514152,300920,2026-05,2026-05-01,99.99,4.46,0.0,104.45,2026-05-04 00:00:00
514153,300920,2026-06,2026-06-01,99.99,6.49,-5.0,101.48,2026-06-01 00:00:00
514154,300921,2026-01,2026-01-01,129.99,7.0,0.0,136.99,2026-01-03 00:00:00
514155,300921,2026-02,2026-02-01,129.99,5.13,0.0,135.12,2026-02-02 00:00:00
514156,300921,2026-03,2026-03-01,129.99,5.72,0.0,135.71,2026-03-04 00:00:00
514157,300921,2026-04,2026-04-01,129.99,9.42,9.99,149.4,2026-04-01 00:00:00
514158,300921,2026-05,2026-05-01,129.99,8.8,4.99,143.78,2026-05-04 00:00:00
514159,300921,2026-06,2026-06-01,129.99,7.4,9.99,147.38,2026-06-02 00:00:00
514160,300922,2025-01,2025-01-01,179.99,10.83,0.0,190.82,2025-01-04 00:00:00
514161,300922,2025-02,2025-02-01,179.99,8.54,-5.0,183.53,2025-02-02 00:00:00
514162,300922,2025-03,2025-03-01,179.99,7.4,0.0,187.39,2025-03-01 00:00:00
514163,300922,2025-04,2025-04-01,179.99,10.08,9.99,200.06,2025-04-04 00:00:00
514164,300922,2025-05,2025-05-01,179.99,8.55,0.0,188.54,2025-05-02 00:00:00
514165,300922,2025-06,2025-06-01,179.99,11.67,4.99,196.65,2025-06-01 00:00:00
514166,300922,2025-07,2025-07-01,179.99,9.84,0.0,189.83,2025-07-02 00:00:00
514167,300922,2025-08,2025-08-01,179.99,9.53,0.0,189.52,2025-08-03 00:00:00
514168,300922,2025-09,2025-09-01,179.99,7.47,0.0,187.46,2025-09-04 00:00:00
514169,300922,2025-10,2025-10-01,179.99,10.21,-5.0,185.2,2025-10-03 00:00:00
514170,300922,2025-11,2025-11-01,179.99,10.7,0.0,190.69,2025-11-04 00:00:00
514171,300922,2025-12,2025-12-01,179.99,6.34,0.0,186.33,2025-12-03 00:00:00
514172,300922,2026-01,2026-01-01,179.99,13.02,0.0,193.01,2026-01-04 00:00:00
514173,300922,2026-02,2026-02-01,179.99,8.74,-5.0,183.73,2026-02-03 00:00:00
514174,300922,2026-03,2026-03-01,179.99,10.89,0.0,190.88,2026-03-03 00:00:00
514175,300922,2026-04,2026-04-01,179.99,7.17,9.99,197.15,2026-04-02 00:00:00
514176,300922,2026-05,2026-05-01,179.99,7.4,0.0,187.39,2026-05-04 00:00:00
514177,300922,2026-06,2026-06-01,179.99,12.05,0.0,192.04,2026-06-01 00:00:00
514178,300923,2025-01,2025-01-01,179.99,12.35,0.0,192.34,2025-01-02 00:00:00
514179,300923,2025-02,2025-02-01,179.99,8.2,0.0,188.19,2025-02-01 00:00:00
514180,300923,2025-03,2025-03-01,179.99,7.23,0.0,187.22,2025-03-03 00:00:00
514181,300923,2025-04,2025-04-01,179.99,7.13,9.99,197.11,2025-04-03 00:00:00
514182,300923,2025-05,2025-05-01,179.99,8.34,-5.0,183.33,2025-05-01 00:00:00
514183,300923,2025-06,2025-06-01,179.99,7.57,4.99,192.55,2025-06-04 00:00:00
514184,300923,2025-07,2025-07-01,179.99,11.68,0.0,191.67,2025-07-03 00:00:00
514185,300923,2025-08,2025-08-01,179.99,9.69,0.0,189.68,2025-08-02 00:00:00
514186,300923,2025-09,2025-09-01,179.99,12.01,0.0,192.0,2025-09-02 00:00:00
514187,300923,2025-10,2025-10-01,179.99,8.42,0.0,188.41,2025-10-04 00:00:00
514188,300923,2025-11,2025-11-01,179.99,12.28,4.99,197.26,2025-11-03 00:00:00
514189,300923,2025-12,2025-12-01,179.99,7.9,0.0,187.89,2025-12-04 00:00:00
514190,300923,2026-01,2026-01-01,179.99,7.4,-5.0,182.39,2026-01-01 00:00:00
514191,300923,2026-02,2026-02-01,179.99,9.52,0.0,189.51,2026-02-02 00:00:00
514192,300923,2026-03,2026-03-01,179.99,10.43,0.0,190.42,2026-03-04 00:00:00
514193,300923,2026-04,2026-04-01,179.99,10.33,9.99,200.31,2026-04-04 00:00:00
514194,300923,2026-05,2026-05-01,179.99,11.7,9.99,201.68,2026-05-02 00:00:00
514195,300923,2026-06,2026-06-01,179.99,8.05,-5.0,183.04,2026-06-03 00:00:00
514196,300924,2025-01,2025-01-01,129.99,5.88,9.99,145.86,2025-01-01 00:00:00
514197,300924,2025-02,2025-02-01,129.99,6.04,4.99,141.02,2025-02-02 00:00:00
514198,300924,2025-03,2025-03-01,129.99,5.7,-5.0,130.69,2025-03-04 00:00:00
514199,300924,2025-04,2025-04-01,129.99,8.88,-5.0,133.87,2025-04-01 00:00:00
514200,300924,2025-05,2025-05-01,129.99,7.6,-5.0,132.59,2025-05-04 00:00:00
514201,300924,2025-06,2025-06-01,129.99,4.55,4.99,139.53,2025-06-02 00:00:00
514202,300924,2025-07,2025-07-01,129.99,6.99,0.0,136.98,2025-07-04 00:00:00
514203,300924,2025-08,2025-08-01,129.99,6.82,4.99,141.8,2025-08-02 00:00:00
514204,300924,2025-09,2025-09-01,129.99,9.37,0.0,139.36,2025-09-04 00:00:00
514205,300924,2025-10,2025-10-01,129.99,6.2,4.99,141.18,2025-10-01 00:00:00
514206,300924,2025-11,2025-11-01,129.99,5.77,0.0,135.76,2025-11-01 00:00:00
514207,300924,2025-12,2025-12-01,129.99,5.46,0.0,135.45,2025-12-02 00:00:00
514208,300924,2026-01,2026-01-01,129.99,5.7,0.0,135.69,2026-01-02 00:00:00
514209,300924,2026-02,2026-02-01,129.99,5.57,0.0,135.56,2026-02-03 00:00:00
514210,300924,2026-03,2026-03-01,129.99,9.62,0.0,139.61,2026-03-02 00:00:00
514211,300924,2026-04,2026-04-01,129.99,5.49,9.99,145.47,2026-04-01 00:00:00
514212,300924,2026-05,2026-05-01,129.99,9.01,4.99,143.99,2026-05-01 00:00:00
514213,300924,2026-06,2026-06-01,129.99,6.42,4.99,141.4,2026-06-04 00:00:00
514214,300925,2025-01,2025-01-01,99.99,5.42,4.99,110.4,2025-01-03 00:00:00
514215,300925,2025-02,2025-02-01,99.99,7.04,0.0,107.03,2025-02-02 00:00:00
514216,300925,2025-03,2025-03-01,99.99,5.73,0.0,105.72,2025-03-02 00:00:00
514217,300925,2025-04,2025-04-01,99.99,4.45,4.99,109.43,2025-04-02 00:00:00
514218,300925,2025-05,2025-05-01,99.99,4.5,0.0,104.49,2025-05-02 00:00:00
514219,300925,2025-06,2025-06-01,99.99,6.72,9.99,116.7,2025-06-01 00:00:00
514220,300925,2025-07,2025-07-01,99.99,7.16,4.99,112.14,2025-07-04 00:00:00
514221,300925,2025-08,2025-08-01,99.99,7.14,0.0,107.13,2025-08-04 00:00:00
514222,300925,2025-09,2025-09-01,99.99,4.6,4.99,109.58,2025-09-03 00:00:00
514223,300925,2025-10,2025-10-01,99.99,6.63,9.99,116.61,2025-10-01 00:00:00
514224,300925,2025-11,2025-11-01,99.99,5.78,0.0,105.77,2025-11-01 00:00:00
514225,300925,2025-12,2025-12-01,99.99,3.81,9.99,113.79,2025-12-03 00:00:00
514226,300925,2026-01,2026-01-01,99.99,7.29,0.0,107.28,2026-01-03 00:00:00
514227,300925,2026-02,2026-02-01,99.99,7.25,4.99,112.23,2026-02-04 00:00:00
514228,300925,2026-03,2026-03-01,99.99,5.16,9.99,115.14,2026-03-03 00:00:00
514229,300925,2026-04,2026-04-01,99.99,3.71,9.99,113.69,2026-04-02 00:00:00
514230,300925,2026-05,2026-05-01,99.99,3.92,9.99,113.9,2026-05-03 00:00:00
514231,300925,2026-06,2026-06-01,99.99,4.81,9.99,114.79,2026-06-01 00:00:00
514232,300926,2026-01,2026-01-01,129.99,5.99,-5.0,130.98,2026-01-02 00:00:00
514233,300926,2026-02,2026-02-01,129.99,7.78,4.99,142.76,2026-02-03 00:00:00
514234,300926,2026-03,2026-03-01,129.99,5.15,9.99,145.13,2026-03-02 00:00:00
514235,300926,2026-04,2026-04-01,129.99,6.79,-5.0,131.78,2026-04-02 00:00:00
514236,300926,2026-05,2026-05-01,129.99,5.41,0.0,135.4,2026-05-04 00:00:00
514237,300926,2026-06,2026-06-01,129.99,5.19,9.99,145.17,2026-06-01 00:00:00
514238,300927,2025-01,2025-01-01,54.99,2.54,-5.0,52.53,2025-01-04 00:00:00
514239,300927,2025-02,2025-02-01,54.99,2.47,4.99,62.45,2025-02-02 00:00:00
514240,300927,2025-03,2025-03-01,54.99,3.44,0.0,58.43,2025-03-02 00:00:00
514241,300927,2025-04,2025-04-01,54.99,4.09,9.99,69.07,2025-04-04 00:00:00
514242,300927,2025-05,2025-05-01,54.99,4.11,9.99,69.09,2025-05-04 00:00:00
514243,300927,2025-06,2025-06-01,54.99,2.6,4.99,62.58,2025-06-03 00:00:00
514244,300927,2025-07,2025-07-01,54.99,3.58,0.0,58.57,2025-07-02 00:00:00
514245,300927,2025-08,2025-08-01,54.99,3.62,0.0,58.61,2025-08-02 00:00:00
514246,300927,2025-09,2025-09-01,54.99,4.06,0.0,59.05,2025-09-01 00:00:00
514247,300927,2025-10,2025-10-01,54.99,3.18,4.99,63.16,2025-10-03 00:00:00
514248,300927,2025-11,2025-11-01,54.99,3.28,-5.0,53.27,2025-11-04 00:00:00
514249,300927,2025-12,2025-12-01,54.99,2.52,0.0,57.51,2025-12-03 00:00:00
514250,300927,2026-01,2026-01-01,54.99,2.14,0.0,57.13,2026-01-02 00:00:00
514251,300927,2026-02,2026-02-01,54.99,4.06,0.0,59.05,2026-02-04 00:00:00
514252,300927,2026-03,2026-03-01,54.99,3.04,0.0,58.03,2026-03-04 00:00:00
514253,300927,2026-04,2026-04-01,54.99,3.82,0.0,58.81,2026-04-03 00:00:00
514254,300927,2026-05,2026-05-01,54.99,3.96,0.0,58.95,2026-05-03 00:00:00
514255,300927,2026-06,2026-06-01,54.99,2.87,0.0,57.86,2026-06-02 00:00:00
514256,300928,2025-01,2025-01-01,179.99,7.43,-5.0,182.42,2025-01-04 00:00:00
514257,300928,2025-02,2025-02-01,179.99,8.91,0.0,188.9,2025-02-01 00:00:00
514258,300928,2025-03,2025-03-01,179.99,12.18,0.0,192.17,2025-03-03 00:00:00
514259,300928,2025-04,2025-04-01,179.99,8.96,0.0,188.95,2025-04-02 00:00:00
514260,300928,2025-05,2025-05-01,179.99,12.65,0.0,192.64,2025-05-02 00:00:00
514261,300928,2025-06,2025-06-01,179.99,9.84,0.0,189.83,2025-06-01 00:00:00
514262,300928,2025-07,2025-07-01,179.99,6.48,0.0,186.47,2025-07-02 00:00:00
514263,300928,2025-08,2025-08-01,179.99,9.6,4.99,194.58,2025-08-02 00:00:00
514264,300928,2025-09,2025-09-01,179.99,7.61,4.99,192.59,2025-09-02 00:00:00
514265,300928,2025-10,2025-10-01,179.99,6.83,0.0,186.82,2025-10-02 00:00:00
514266,300928,2025-11,2025-11-01,179.99,10.74,4.99,195.72,2025-11-04 00:00:00
514267,300928,2025-12,2025-12-01,179.99,12.4,9.99,202.38,2025-12-01 00:00:00
514268,300928,2026-01,2026-01-01,179.99,10.9,9.99,200.88,2026-01-01 00:00:00
514269,300928,2026-02,2026-02-01,179.99,7.67,4.99,192.65,2026-02-03 00:00:00
514270,300928,2026-03,2026-03-01,179.99,12.88,0.0,192.87,2026-03-01 00:00:00
514271,300928,2026-04,2026-04-01,179.99,13.27,4.99,198.25,2026-04-02 00:00:00
514272,300928,2026-05,2026-05-01,179.99,11.46,0.0,191.45,2026-05-04 00:00:00
514273,300928,2026-06,2026-06-01,179.99,9.82,0.0,189.81,2026-06-02 00:00:00
514274,300929,2025-01,2025-01-01,179.99,7.51,4.99,192.49,2025-01-01 00:00:00
514275,300929,2025-02,2025-02-01,179.99,11.3,0.0,191.29,2025-02-03 00:00:00
514276,300929,2025-03,2025-03-01,179.99,10.93,-5.0,185.92,2025-03-02 00:00:00
514277,300929,2025-04,2025-04-01,179.99,13.37,4.99,198.35,2025-04-02 00:00:00
514278,300929,2025-05,2025-05-01,179.99,7.13,-5.0,182.12,2025-05-04 00:00:00
514279,300929,2025-06,2025-06-01,179.99,8.44,-5.0,183.43,2025-06-01 00:00:00
514280,300929,2025-07,2025-07-01,179.99,12.92,0.0,192.91,2025-07-01 00:00:00
514281,300929,2025-08,2025-08-01,179.99,7.91,4.99,192.89,2025-08-01 00:00:00
514282,300929,2025-09,2025-09-01,179.99,10.88,-5.0,185.87,2025-09-04 00:00:00
514283,300929,2025-10,2025-10-01,179.99,8.21,9.99,198.19,2025-10-03 00:00:00
514284,300929,2025-11,2025-11-01,179.99,7.2,0.0,187.19,2025-11-03 00:00:00
514285,300929,2025-12,2025-12-01,179.99,7.3,0.0,187.29,2025-12-04 00:00:00
514286,300929,2026-01,2026-01-01,179.99,11.71,-5.0,186.7,2026-01-04 00:00:00
514287,300929,2026-02,2026-02-01,179.99,12.47,0.0,192.46,2026-02-02 00:00:00
514288,300929,2026-03,2026-03-01,179.99,11.47,0.0,191.46,2026-03-02 00:00:00
514289,300929,2026-04,2026-04-01,179.99,13.23,0.0,193.22,2026-04-01 00:00:00
514290,300929,2026-05,2026-05-01,179.99,11.37,0.0,191.36,2026-05-01 00:00:00
514291,300929,2026-06,2026-06-01,179.99,11.25,0.0,191.24,2026-06-01 00:00:00
514292,300930,2025-01,2025-01-01,54.99,3.03,-5.0,53.02,2025-01-03 00:00:00
514293,300930,2025-02,2025-02-01,54.99,2.44,0.0,57.43,2025-02-01 00:00:00
514294,300930,2025-03,2025-03-01,54.99,2.12,4.99,62.1,2025-03-03 00:00:00
514295,300930,2025-04,2025-04-01,54.99,3.67,-5.0,53.66,2025-04-02 00:00:00
514296,300930,2025-05,2025-05-01,54.99,3.92,0.0,58.91,2025-05-02 00:00:00
514297,300930,2025-06,2025-06-01,54.99,2.83,0.0,57.82,2025-06-03 00:00:00
514298,300930,2025-07,2025-07-01,54.99,2.14,9.99,67.12,2025-07-04 00:00:00
514299,300930,2025-08,2025-08-01,54.99,3.83,0.0,58.82,2025-08-01 00:00:00
514300,300930,2025-09,2025-09-01,54.99,2.73,-5.0,52.72,2025-09-03 00:00:00
514301,300930,2025-10,2025-10-01,54.99,3.64,9.99,68.62,2025-10-03 00:00:00
514302,300930,2025-11,2025-11-01,54.99,3.74,-5.0,53.73,2025-11-02 00:00:00
514303,300930,2025-12,2025-12-01,54.99,3.36,4.99,63.34,2025-12-02 00:00:00
514304,300930,2026-01,2026-01-01,54.99,3.78,-5.0,53.77,2026-01-04 00:00:00
514305,300930,2026-02,2026-02-01,54.99,4.02,9.99,69.0,2026-02-04 00:00:00
514306,300930,2026-03,2026-03-01,54.99,2.07,0.0,57.06,2026-03-02 00:00:00
514307,300930,2026-04,2026-04-01,54.99,2.04,4.99,62.02,2026-04-02 00:00:00
514308,300930,2026-05,2026-05-01,54.99,1.94,9.99,66.92,2026-05-03 00:00:00
514309,300930,2026-06,2026-06-01,54.99,2.03,0.0,57.02,2026-06-03 00:00:00
514310,300931,2025-01,2025-01-01,179.99,11.83,0.0,191.82,2025-01-01 00:00:00
514311,300931,2025-02,2025-02-01,179.99,11.68,0.0,191.67,2025-02-01 00:00:00
514312,300931,2025-03,2025-03-01,179.99,11.83,0.0,191.82,2025-03-02 00:00:00
514313,300931,2025-04,2025-04-01,179.99,12.56,-5.0,187.55,2025-04-04 00:00:00
514314,300931,2025-05,2025-05-01,179.99,8.11,-5.0,183.1,2025-05-03 00:00:00
514315,300931,2025-06,2025-06-01,179.99,13.43,0.0,193.42,2025-06-02 00:00:00
514316,300931,2025-07,2025-07-01,179.99,10.9,-5.0,185.89,2025-07-04 00:00:00
514317,300931,2025-08,2025-08-01,179.99,8.37,9.99,198.35,2025-08-03 00:00:00
514318,300931,2025-09,2025-09-01,179.99,8.51,0.0,188.5,2025-09-02 00:00:00
514319,300931,2025-10,2025-10-01,179.99,11.3,4.99,196.28,2025-10-02 00:00:00
514320,300931,2025-11,2025-11-01,179.99,7.45,0.0,187.44,2025-11-01 00:00:00
514321,300931,2025-12,2025-12-01,179.99,8.56,4.99,193.54,2025-12-04 00:00:00
514322,300931,2026-01,2026-01-01,179.99,13.26,0.0,193.25,2026-01-02 00:00:00
514323,300931,2026-02,2026-02-01,179.99,10.87,9.99,200.85,2026-02-02 00:00:00
514324,300931,2026-03,2026-03-01,179.99,10.31,0.0,190.3,2026-03-02 00:00:00
514325,300931,2026-04,2026-04-01,179.99,8.04,0.0,188.03,2026-04-03 00:00:00
514326,300931,2026-05,2026-05-01,179.99,8.0,0.0,187.99,2026-05-01 00:00:00
514327,300931,2026-06,2026-06-01,179.99,12.9,-5.0,187.89,2026-06-03 00:00:00
514328,300932,2025-01,2025-01-01,179.99,6.5,0.0,186.49,2025-01-04 00:00:00
514329,300932,2025-02,2025-02-01,179.99,9.5,0.0,189.49,2025-02-03 00:00:00
514330,300932,2025-03,2025-03-01,179.99,7.49,-5.0,182.48,2025-03-01 00:00:00
514331,300932,2025-04,2025-04-01,179.99,13.44,4.99,198.42,2025-04-03 00:00:00
514332,300932,2025-05,2025-05-01,179.99,8.36,0.0,188.35,2025-05-01 00:00:00
514333,300932,2025-06,2025-06-01,179.99,11.94,0.0,191.93,2025-06-02 00:00:00
514334,300932,2025-07,2025-07-01,179.99,8.54,0.0,188.53,2025-07-01 00:00:00
514335,300932,2025-08,2025-08-01,179.99,7.88,0.0,187.87,2025-08-03 00:00:00
514336,300932,2025-09,2025-09-01,179.99,12.39,4.99,197.37,2025-09-01 00:00:00
514337,300932,2025-10,2025-10-01,179.99,11.1,4.99,196.08,2025-10-01 00:00:00
514338,300932,2025-11,2025-11-01,179.99,7.18,0.0,187.17,2025-11-04 00:00:00
514339,300932,2025-12,2025-12-01,179.99,9.96,0.0,189.95,2025-12-02 00:00:00
514340,300932,2026-01,2026-01-01,179.99,9.14,0.0,189.13,2026-01-04 00:00:00
514341,300932,2026-02,2026-02-01,179.99,6.52,9.99,196.5,2026-02-02 00:00:00
514342,300932,2026-03,2026-03-01,179.99,11.84,0.0,191.83,2026-03-01 00:00:00
514343,300932,2026-04,2026-04-01,179.99,11.18,4.99,196.16,2026-04-02 00:00:00
514344,300932,2026-05,2026-05-01,179.99,9.43,-5.0,184.42,2026-05-01 00:00:00
514345,300932,2026-06,2026-06-01,179.99,7.16,9.99,197.14,2026-06-01 00:00:00
514346,300933,2025-01,2025-01-01,54.99,2.41,9.99,67.39,2025-01-04 00:00:00
514347,300933,2025-02,2025-02-01,54.99,2.21,0.0,57.2,2025-02-04 00:00:00
514348,300933,2025-03,2025-03-01,54.99,3.78,0.0,58.77,2025-03-04 00:00:00
514349,300933,2025-04,2025-04-01,54.99,3.9,4.99,63.88,2025-04-01 00:00:00
514350,300933,2025-05,2025-05-01,54.99,2.56,4.99,62.54,2025-05-03 00:00:00
514351,300933,2025-06,2025-06-01,54.99,2.82,0.0,57.81,2025-06-04 00:00:00
514352,300933,2025-07,2025-07-01,54.99,2.77,0.0,57.76,2025-07-01 00:00:00
514353,300933,2025-08,2025-08-01,54.99,3.96,9.99,68.94,2025-08-02 00:00:00
514354,300933,2025-09,2025-09-01,54.99,2.91,0.0,57.9,2025-09-01 00:00:00
514355,300933,2025-10,2025-10-01,54.99,3.78,9.99,68.76,2025-10-02 00:00:00
514356,300933,2025-11,2025-11-01,54.99,4.08,0.0,59.07,2025-11-01 00:00:00
514357,300933,2025-12,2025-12-01,54.99,3.75,-5.0,53.74,2025-12-02 00:00:00
514358,300933,2026-01,2026-01-01,54.99,2.77,0.0,57.76,2026-01-01 00:00:00
514359,300933,2026-02,2026-02-01,54.99,2.64,-5.0,52.63,2026-02-02 00:00:00
514360,300933,2026-03,2026-03-01,54.99,3.95,0.0,58.94,2026-03-03 00:00:00
514361,300933,2026-04,2026-04-01,54.99,2.6,0.0,57.59,2026-04-03 00:00:00
514362,300933,2026-05,2026-05-01,54.99,4.11,-5.0,54.1,2026-05-04 00:00:00
514363,300933,2026-06,2026-06-01,54.99,2.58,0.0,57.57,2026-06-03 00:00:00
514364,300934,2025-01,2025-01-01,99.99,6.19,4.99,111.17,2025-01-02 00:00:00
514365,300934,2025-02,2025-02-01,99.99,6.48,0.0,106.47,2025-02-01 00:00:00
514366,300934,2025-03,2025-03-01,99.99,5.93,-5.0,100.92,2025-03-01 00:00:00
514367,300934,2025-04,2025-04-01,99.99,4.46,0.0,104.45,2025-04-01 00:00:00
514368,300934,2025-05,2025-05-01,99.99,4.3,9.99,114.28,2025-05-01 00:00:00
514369,300934,2025-06,2025-06-01,99.99,4.65,0.0,104.64,2025-06-03 00:00:00
514370,300934,2025-07,2025-07-01,99.99,3.77,0.0,103.76,2025-07-03 00:00:00
514371,300934,2025-08,2025-08-01,99.99,5.37,9.99,115.35,2025-08-01 00:00:00
514372,300934,2025-09,2025-09-01,99.99,5.55,9.99,115.53,2025-09-04 00:00:00
514373,300934,2025-10,2025-10-01,99.99,4.98,9.99,114.96,2025-10-03 00:00:00
514374,300934,2025-11,2025-11-01,99.99,5.3,-5.0,100.29,2025-11-02 00:00:00
514375,300934,2025-12,2025-12-01,99.99,7.41,0.0,107.4,2025-12-01 00:00:00
514376,300934,2026-01,2026-01-01,99.99,6.88,-5.0,101.87,2026-01-03 00:00:00
514377,300934,2026-02,2026-02-01,99.99,5.86,-5.0,100.85,2026-02-02 00:00:00
514378,300934,2026-03,2026-03-01,99.99,4.15,0.0,104.14,2026-03-01 00:00:00
514379,300934,2026-04,2026-04-01,99.99,6.31,0.0,106.3,2026-04-04 00:00:00
514380,300934,2026-05,2026-05-01,99.99,4.63,0.0,104.62,2026-05-04 00:00:00
514381,300934,2026-06,2026-06-01,99.99,5.69,-5.0,100.68,2026-06-04 00:00:00
514382,300935,2025-01,2025-01-01,179.99,6.9,0.0,186.89,2025-01-01 00:00:00
514383,300935,2025-02,2025-02-01,179.99,11.67,0.0,191.66,2025-02-03 00:00:00
514384,300935,2025-03,2025-03-01,179.99,7.97,9.99,197.95,2025-03-04 00:00:00
514385,300935,2025-04,2025-04-01,179.99,7.15,0.0,187.14,2025-04-01 00:00:00
514386,300935,2025-05,2025-05-01,179.99,12.09,0.0,192.08,2025-05-04 00:00:00
514387,300935,2025-06,2025-06-01,179.99,12.85,9.99,202.83,2025-06-03 00:00:00
514388,300935,2025-07,2025-07-01,179.99,8.4,9.99,198.38,2025-07-01 00:00:00
514389,300935,2025-08,2025-08-01,179.99,6.74,0.0,186.73,2025-08-01 00:00:00
514390,300935,2025-09,2025-09-01,179.99,7.18,0.0,187.17,2025-09-01 00:00:00
514391,300935,2025-10,2025-10-01,179.99,11.42,0.0,191.41,2025-10-04 00:00:00
514392,300935,2025-11,2025-11-01,179.99,8.26,9.99,198.24,2025-11-02 00:00:00
514393,300935,2025-12,2025-12-01,179.99,7.12,-5.0,182.11,2025-12-02 00:00:00
514394,300935,2026-01,2026-01-01,179.99,12.11,-5.0,187.1,2026-01-01 00:00:00
514395,300935,2026-02,2026-02-01,179.99,7.03,0.0,187.02,2026-02-04 00:00:00
514396,300935,2026-03,2026-03-01,179.99,12.42,0.0,192.41,2026-03-02 00:00:00
