device_id,account_id,device_type_cd,install_date
1101566,302083,ONT,2021-06-13
1101567,301671,ONT,2021-05-29
1101568,301684,ONT,2021-04-30
1101569,302191,ONT,2023-01-04
1101570,300460,RTR,2019-01-25
1101571,301331,ONT,2026-01-05
1101572,302261,RTR,2024-10-17
1101573,301794,ONT,2024-01-16
1101574,302013,RTR,2019-01-29
1101575,301462,ONT,2024-08-13
1101576,301749,ONT,2019-06-26
1101577,301588,SW,2023-02-21
1101578,301774,ONT,2018-07-22
1101579,300796,ONT,2020-07-20
1101580,302096,ONT,2024-04-17
1101581,302053,ONT,2026-02-07
1101582,302423,ONT,2019-07-02
1101583,301599,RTR,2018-05-20
1101584,302279,AP,2020-03-07
1101585,301292,ONT,2022-04-05
1101586,301174,ONT,2025-09-12
1101587,301377,ONT,2024-02-15
1101588,302477,ONT,2023-10-31
1101589,300673,AP,2021-01-28
1101590,300522,SW,2018-12-26
1101591,300516,ONT,2021-10-06
1101592,302100,RTR,2019-06-26
1101593,301320,RTR,2023-01-01
1101594,300021,ONT,2019-07-22
1101595,302245,ONT,2026-05-13
1101596,300134,ONT,2024-06-01
1101597,300661,SW,2024-06-27
1101598,300530,AP,2023-07-27
1101599,300713,ONT,2023-11-28
1101600,300605,ONT,2025-10-05
1101601,300325,ONT,2023-09-01
1101602,302289,SW,2020-01-09
1101603,301630,RTR,2022-07-03
1101604,302397,RTR,2024-10-12
1101605,300206,RTR,2019-04-14
1101606,301022,ONT,2026-05-17
1101607,300584,RTR,2024-05-06
1101608,301418,AP,2023-09-09
1101609,301296,ONT,2018-04-24
1101610,301288,RTR,2026-04-22
1101611,300577,RTR,2020-05-14
1101612,302499,AP,2022-05-14
1101613,302045,ONT,2018-07-24
1101614,302362,RTR,2021-04-21
1101615,302456,ONT,2025-06-17
1101616,301824,RTR,2021-03-22
1101617,300286,AP,2023-12-08
1101618,301043,SW,2018-04-01
1101619,300113,RTR,2019-11-07
1101620,300350,ONT,2019-08-11
1101621,300918,RTR,2023-03-28
1101622,300756,SW,2025-03-15
1101623,302399,ONT,2022-09-12
1101624,300930,RTR,2025-03-08
1101625,301530,ONT,2019-09-20
1101626,300056,RTR,2021-02-04
1101627,301684,ONT,2022-05-30
1101628,301849,SW,2022-11-15
1101629,300269,RTR,2023-05-27
1101630,301314,RTR,2024-03-04
1101631,300153,RTR,2020-06-07
1101632,301336,RTR,2020-12-26
1101633,301481,ONT,2020-11-13
1101634,301569,ONT,2020-08-30
1101635,300746,ONT,2023-05-18
1101636,300553,RTR,2020-02-04
1101637,301866,RTR,2018-08-19
1101638,302397,ONT,2019-11-04
1101639,300771,ONT,2019-02-11
1101640,301442,RTR,2018-12-28
1101641,301437,SW,2024-11-14
1101642,300058,RTR,2021-02-04
1101643,301827,RTR,2025-10-23
1101644,301430,SW,2020-11-05
1101645,300437,ONT,2018-07-01
1101646,300225,ONT,2018-06-04
1101647,300844,ONT,2024-09-14
1101648,302152,ONT,2019-07-20
1101649,302167,RTR,2025-01-30
1101650,300507,RTR,2020-01-08
1101651,300543,SW,2020-03-12
1101652,301417,ONT,2021-12-25
1101653,300174,SW,2026-04-01
1101654,301207,SW,2020-11-11
1101655,302172,ONT,2020-11-27
1101656,302297,ONT,2020-11-01
1101657,302289,ONT,2025-07-12
1101658,301211,ONT,2018-08-22
1101659,301183,ONT,2021-01-14
1101660,300987,ONT,2022-03-11
1101661,300428,SW,2023-04-07
1101662,302013,RTR,2020-11-07
1101663,301143,AP,2024-07-31
1101664,300106,RTR,2022-02-03
1101665,302471,RTR,2024-05-03
1101666,301319,ONT,2020-07-12
1101667,301818,ONT,2026-03-13
1101668,301182,RTR,2026-02-22
1101669,301048,ONT,2025-10-20
1101670,301380,ONT,2019-09-16
1101671,302270,RTR,2018-12-04
1101672,301124,RTR,2019-03-22
1101673,302259,ONT,2021-08-01
1101674,301034,ONT,2025-02-26
1101675,302331,RTR,2021-05-05
1101676,300011,RTR,2026-01-19
1101677,300405,RTR,2025-06-18
1101678,300568,SW,2020-09-20
1101679,300308,SW,2019-04-03
1101680,302181,AP,2024-04-04
1101681,302344,ONT,2023-10-27
1101682,300187,SW,2023-06-30
1101683,302191,RTR,2022-05-30
1101684,301981,RTR,2022-04-10
1101685,301058,ONT,2024-08-04
1101686,300783,RTR,2020-01-12
1101687,301954,AP,2018-04-12
1101688,302466,RTR,2025-12-15
1101689,301106,ONT,2021-12-03
1101690,301213,RTR,2023-07-15
1101691,301621,RTR,2020-10-23
1101692,301971,RTR,2019-06-21
1101693,301886,SW,2022-02-14
1101694,300627,SW,2024-10-15
1101695,301130,RTR,2020-02-17
1101696,300297,RTR,2020-12-22
1101697,302469,RTR,2021-07-21
1101698,300492,RTR,2020-06-12
1101699,300731,ONT,2023-05-24
1101700,301623,RTR,2024-12-11
1101701,301663,ONT,2024-12-21
1101702,300941,ONT,2018-06-06
1101703,300328,RTR,2026-01-02
1101704,300585,SW,2022-04-27
1101705,300859,SW,2025-05-14
1101706,302356,RTR,2021-04-14
1101707,300096,SW,2021-11-17
1101708,300505,RTR,2022-07-17
1101709,302229,ONT,2025-04-13
1101710,300686,ONT,2022-07-29
1101711,301365,ONT,2022-02-11
1101712,301251,ONT,2024-09-11
1101713,300096,SW,2026-04-13
1101714,301607,RTR,2019-11-01
1101715,300174,ONT,2019-02-11
1101716,300781,ONT,2018-12-06
1101717,300866,ONT,2023-10-22
1101718,302418,RTR,2024-05-03
1101719,300694,RTR,2022-12-15
1101720,300842,RTR,2021-04-18
1101721,300505,ONT,2018-08-22
1101722,300786,AP,2022-03-16
1101723,302208,ONT,2025-02-22
1101724,301873,ONT,2024-08-10
1101725,300248,RTR,2025-10-28
1101726,301463,ONT,2025-07-01
1101727,300992,ONT,2020-09-13
1101728,301149,RTR,2024-07-07
1101729,301619,RTR,2026-04-22
1101730,301492,RTR,2020-09-15
1101731,301972,RTR,2024-06-11
1101732,300833,ONT,2024-05-22
1101733,301651,RTR,2023-06-08
1101734,301778,RTR,2024-03-22
1101735,300985,ONT,2020-06-29
1101736,301976,AP,2021-03-26
1101737,300662,RTR,2020-03-26
1101738,301619,ONT,2022-03-19
1101739,300055,ONT,2020-04-09
1101740,300915,RTR,2026-02-28
1101741,300230,ONT,2018-04-26
1101742,300499,ONT,2024-03-13
1101743,302294,AP,2025-08-20
1101744,302461,AP,2022-07-08
1101745,300381,ONT,2023-06-02
1101746,300193,ONT,2018-08-29
1101747,300314,RTR,2024-10-27
1101748,302398,RTR,2018-12-05
1101749,301060,RTR,2025-04-11
1101750,301753,ONT,2024-04-07
1101751,300016,RTR,2026-04-10
1101752,301729,ONT,2025-06-23
1101753,300300,RTR,2025-04-14
1101754,301922,ONT,2022-12-10
1101755,300195,ONT,2018-12-17
1101756,301050,RTR,2020-05-08
1101757,301457,ONT,2021-08-23
1101758,300481,RTR,2020-04-29
1101759,300333,AP,2026-02-24
1101760,301969,ONT,2019-09-30
1101761,302300,SW,2020-04-28
1101762,300491,RTR,2018-03-03
1101763,301412,ONT,2025-04-17
1101764,300728,RTR,2019-03-28
1101765,301803,ONT,2026-04-23
1101766,302030,ONT,2021-02-22
1101767,300119,ONT,2019-10-27
1101768,301873,RTR,2021-06-02
1101769,300402,RTR,2025-11-01
1101770,302257,RTR,2018-07-09
1101771,302315,RTR,2020-08-15
1101772,301379,RTR,2018-09-11
1101773,302434,RTR,2021-11-25
1101774,300255,RTR,2024-08-14
1101775,302290,ONT,2022-09-05
1101776,300356,RTR,2019-06-12
1101777,301099,SW,2018-10-28
1101778,301454,RTR,2018-01-30
1101779,300312,ONT,2022-12-22
1101780,302197,RTR,2021-11-18
1101781,301691,ONT,2025-08-31
1101782,301462,SW,2019-04-06
1101783,301559,AP,2019-07-21
1101784,301136,RTR,2022-03-10
1101785,301781,SW,2023-11-20
1101786,300723,ONT,2021-06-07
1101787,301588,RTR,2020-08-28
1101788,301194,ONT,2021-09-01
1101789,300138,AP,2026-05-08
1101790,301187,RTR,2021-03-12
1101791,301077,ONT,2019-12-30
1101792,302042,RTR,2020-06-13
1101793,300594,SW,2025-06-18
1101794,301860,ONT,2022-02-26
1101795,302050,ONT,2024-07-03
1101796,301121,RTR,2020-09-22
1101797,301208,ONT,2022-09-13
1101798,300441,ONT,2019-03-30
1101799,300476,RTR,2020-05-08
1101800,301884,AP,2018-08-06
1101801,302308,RTR,2018-05-21
1101802,300298,ONT,2023-08-11
1101803,302203,ONT,2021-08-02
1101804,301777,RTR,2021-02-28
1101805,300448,ONT,2025-07-23
1101806,300787,ONT,2024-12-30
1101807,302269,ONT,2025-11-12
1101808,301292,RTR,2018-09-20
1101809,300434,RTR,2019-06-03
1101810,300474,RTR,2025-10-06
1101811,300610,RTR,2019-03-28
1101812,300614,ONT,2022-08-21
1101813,300378,ONT,2021-10-23
1101814,301199,ONT,2024-05-16
1101815,300471,RTR,2026-01-18
1101816,300992,RTR,2024-03-20
1101817,300948,ONT,2024-03-10
1101818,302348,ONT,2020-01-11
1101819,300533,AP,2023-07-06
1101820,302457,ONT,2025-11-27
1101821,302051,ONT,2022-02-08
1101822,301401,ONT,2025-05-21
1101823,300687,RTR,2018-01-31
1101824,302114,ONT,2025-12-24
1101825,300462,SW,2019-04-04
1101826,300703,ONT,2020-08-09
1101827,300316,ONT,2018-10-21
1101828,300064,ONT,2020-02-03
1101829,300633,RTR,2018-03-07
1101830,301275,SW,2023-02-16
1101831,302420,ONT,2024-11-24
1101832,300293,SW,2024-12-12
1101833,300559,ONT,2026-02-28
1101834,302264,RTR,2020-07-10
1101835,300793,RTR,2020-04-15
1101836,301743,ONT,2024-07-07
1101837,301610,ONT,2026-02-25
1101838,300790,RTR,2026-02-23
1101839,301105,RTR,2026-03-13
1101840,300234,RTR,2020-09-02
1101841,301312,ONT,2018-05-20
1101842,301068,RTR,2021-05-07
1101843,300380,AP,2018-10-18
1101844,301290,ONT,2020-01-30
1101845,301102,RTR,2022-10-21
1101846,301766,AP,2019-09-29
1101847,301176,ONT,2021-09-19
1101848,302078,ONT,2018-08-05
1101849,300831,RTR,2022-09-27
1101850,301233,RTR,2020-11-30
1101851,301646,ONT,2025-09-30
1101852,300996,RTR,2020-06-09
1101853,300086,AP,2021-04-22
1101854,302148,ONT,2019-03-18
1101855,302046,AP,2021-08-15
1101856,301460,ONT,2025-04-29
1101857,300124,AP,2020-11-06
1101858,300552,AP,2025-03-22
1101859,300160,ONT,2023-12-31
1101860,300084,SW,2018-06-05
1101861,300823,RTR,2023-05-20
1101862,301151,ONT,2023-02-09
1101863,302387,RTR,2020-06-25
1101864,301376,RTR,2019-11-20
1101865,302342,ONT,2019-11-05
1101866,302111,ONT,2025-09-13
1101867,302141,ONT,2018-08-22
1101868,301471,ONT,2025-07-20
1101869,301305,ONT,2024-02-28
1101870,301977,RTR,2019-05-03
1101871,300316,ONT,2020-09-23
1101872,300722,RTR,2025-03-12
1101873,301064,AP,2023-02-07
1101874,300103,ONT,2021-12-30
1101875,301290,RTR,2024-06-09
1101876,300071,ONT,2021-07-22
1101877,302115,RTR,2025-12-18
1101878,301130,RTR,2024-09-28
1101879,300333,ONT,2018-11-12
1101880,301444,ONT,2026-01-25
1101881,302500,ONT,2021-07-29
1101882,301627,ONT,2019-02-20
1101883,300564,RTR,2023-12-31
1101884,301258,RTR,2020-03-21
1101885,301481,ONT,2018-08-06
1101886,302126,RTR,2021-02-20
1101887,302398,AP,2019-11-16
1101888,301169,RTR,2024-01-27
1101889,302410,ONT,2018-01-03
1101890,300700,RTR,2019-03-22
1101891,301649,RTR,2021-06-07
1101892,300949,ONT,2026-05-10
1101893,302457,AP,2019-06-21
1101894,301432,RTR,2024-01-22
1101895,301285,SW,2021-05-26
1101896,302438,ONT,2025-10-27
1101897,300927,ONT,2026-02-12
1101898,301125,ONT,2025-08-20
1101899,301708,AP,2022-06-06
1101900,301216,RTR,2019-08-20
1101901,301905,RTR,2025-08-17
1101902,300334,RTR,2021-05-21
1101903,300368,ONT,2024-10-03
1101904,300895,RTR,2021-09-08
1101905,301072,RTR,2021-02-28
1101906,300623,AP,2022-12-10
1101907,300741,ONT,2025-06-06
1101908,301675,RTR,2018-10-02
1101909,300688,ONT,2024-07-10
1101910,300955,ONT,2020-09-25
1101911,302304,RTR,2021-10-22
1101912,302334,RTR,2019-07-08
1101913,301138,RTR,2022-12-21
1101914,300818,ONT,2023-12-14
1101915,300706,AP,2018-09-10
1101916,301434,SW,2020-07-09
1101917,300665,ONT,2024-04-27
1101918,302405,ONT,2024-12-03
1101919,300952,RTR,2024-07-22
1101920,301474,ONT,2022-02-27
1101921,301860,ONT,2020-09-20
1101922,301224,ONT,2022-04-14
1101923,302260,RTR,2018-12-10
1101924,300753,RTR,2023-08-03
1101925,300457,ONT,2023-11-25
1101926,302359,SW,2021-04-18
1101927,300248,SW,2026-01-02
1101928,302472,RTR,2020-04-02
1101929,301306,RTR,2023-08-23
1101930,301256,SW,2020-02-19
1101931,300853,RTR,2019-10-12
1101932,300376,RTR,2020-08-19
1101933,301669,ONT,2020-10-22
1101934,301385,ONT,2026-03-13
1101935,301745,AP,2024-01-20
1101936,301403,RTR,2020-04-07
1101937,301691,ONT,2022-04-09
1101938,300184,RTR,2020-01-26
1101939,302201,ONT,2022-02-25
1101940,300617,ONT,2019-09-22
1101941,301781,ONT,2026-01-31
1101942,300820,ONT,2022-12-24
1101943,300499,RTR,2018-11-27
1101944,302287,SW,2019-06-30
1101945,302281,ONT,2020-10-14
1101946,300444,ONT,2021-09-03
1101947,300101,RTR,2021-01-12
1101948,300609,RTR,2021-11-07
1101949,300344,ONT,2019-02-06
1101950,302311,ONT,2022-05-09
1101951,302314,ONT,2018-03-17
1101952,300699,RTR,2020-10-14
1101953,301866,ONT,2019-12-13
1101954,301071,ONT,2020-10-02
1101955,300431,ONT,2018-07-24
1101956,302137,RTR,2024-07-10
1101957,302380,ONT,2024-09-27
1101958,301482,RTR,2024-07-17
1101959,301640,ONT,2023-01-27
1101960,301101,AP,2021-04-23
1101961,300613,ONT,2024-06-08
1101962,300048,SW,2025-03-06
1101963,301813,ONT,2025-07-03
1101964,301054,RTR,2019-09-03
1101965,301331,ONT,2026-05-07
1101966,300872,ONT,2026-04-30
1101967,302405,ONT,2024-12-06
1101968,301532,ONT,2021-07-07
1101969,301721,RTR,2018-08-07
1101970,300774,ONT,2024-11-05
1101971,301408,ONT,2020-09-01
1101972,301900,ONT,2018-07-01
1101973,301571,AP,2020-05-20
1101974,301731,RTR,2019-12-31
1101975,301236,RTR,2023-04-10
1101976,301665,SW,2019-01-30
1101977,301959,AP,2021-10-04
1101978,301791,ONT,2024-11-26
1101979,300201,RTR,2021-02-02
1101980,300488,SW,2022-11-14
1101981,301068,ONT,2021-06-15
1101982,301590,RTR,2023-02-19
1101983,300940,ONT,2023-11-16
1101984,302042,ONT,2021-09-26
1101985,301513,ONT,2019-12-20
1101986,300282,ONT,2024-11-21
1101987,300548,ONT,2018-11-03
1101988,302362,RTR,2022-02-07
1101989,301680,ONT,2022-02-20
1101990,300806,RTR,2025-07-07
1101991,300161,RTR,2018-08-23
1101992,300625,ONT,2021-07-18
1101993,301793,RTR,2024-07-26
1101994,300479,ONT,2023-04-03
1101995,301236,RTR,2024-11-20
1101996,301359,RTR,2019-08-28
1101997,300858,RTR,2018-11-07
1101998,301028,RTR,2022-11-03
1101999,302258,RTR,2018-02-07
1102000,301402,ONT,2024-10-11
1102001,300525,RTR,2025-05-24
1102002,301928,ONT,2021-04-24
1102003,301341,ONT,2024-09-20
1102004,300635,RTR,2020-03-11
1102005,302013,ONT,2018-03-26
1102006,301612,RTR,2018-09-16
1102007,300954,ONT,2022-07-06
1102008,300919,RTR,2020-07-09
1102009,301219,ONT,2019-03-25
1102010,300703,AP,2020-12-28
1102011,301184,RTR,2022-08-05
1102012,301851,RTR,2024-07-14
1102013,301689,RTR,2020-07-13
1102014,301612,SW,2022-07-14
1102015,301477,AP,2022-08-31
1102016,301463,RTR,2018-12-27
1102017,300363,SW,2022-09-06
1102018,302091,RTR,2022-01-21
1102019,300546,ONT,2022-03-23
1102020,300431,ONT,2018-04-26
1102021,300650,RTR,2018-05-13
1102022,300929,ONT,2022-07-29
1102023,301504,RTR,2025-06-17
1102024,301115,ONT,2018-10-12
1102025,300265,RTR,2024-07-27
1102026,301548,ONT,2023-06-08
1102027,301123,RTR,2021-11-01
1102028,301973,SW,2020-02-05
1102029,302262,AP,2018-05-30
1102030,301164,ONT,2024-01-31
1102031,300532,ONT,2018-07-23
1102032,302436,RTR,2024-10-21
1102033,300100,ONT,2023-04-17
1102034,301058,RTR,2025-04-30
1102035,302083,ONT,2019-11-11
1102036,302433,ONT,2025-06-28
1102037,302313,RTR,2024-09-14
1102038,301366,RTR,2022-04-05
1102039,301277,ONT,2018-05-12
1102040,301242,ONT,2023-06-19
1102041,300465,RTR,2025-11-25
1102042,300065,RTR,2019-07-03
1102043,301028,RTR,2025-10-06
1102044,302416,ONT,2020-05-27
1102045,301798,SW,2018-11-26
1102046,301981,RTR,2018-07-04
1102047,300373,RTR,2020-09-11
1102048,300175,ONT,2026-01-10
1102049,300735,ONT,2023-06-03
1102050,302195,RTR,2018-10-20
1102051,301233,ONT,2024-07-07
1102052,300195,SW,2019-04-20
1102053,300600,ONT,2018-07-31
1102054,300760,SW,2020-10-26
1102055,300268,ONT,2019-10-16
1102056,300542,SW,2018-09-07
1102057,300350,RTR,2021-09-07
1102058,301363,RTR,2020-10-25
1102059,302268,ONT,2023-03-31
1102060,300363,ONT,2025-12-30
1102061,300628,ONT,2020-11-09
1102062,300791,RTR,2018-02-27
1102063,302044,AP,2019-12-03
1102064,302107,RTR,2025-07-07
1102065,301545,RTR,2019-02-19
1102066,300725,SW,2019-02-10
1102067,300044,RTR,2021-10-13
1102068,300863,RTR,2020-04-01
1102069,302496,ONT,2019-01-05
1102070,302403,ONT,2020-07-28
1102071,302350,ONT,2022-06-26
1102072,302404,SW,2026-04-24
1102073,300968,ONT,2022-09-22
1102074,300470,ONT,2018-08-19
1102075,300785,ONT,2021-10-11
1102076,301912,ONT,2021-03-18
1102077,300358,ONT,2025-02-13
1102078,300902,RTR,2023-01-28
1102079,300903,AP,2022-06-30
1102080,301112,RTR,2022-11-04
1102081,300004,ONT,2025-08-24
1102082,300861,ONT,2019-03-21
1102083,302322,ONT,2026-02-09
1102084,301544,RTR,2024-10-29
1102085,301711,SW,2023-09-12
1102086,300300,AP,2020-11-01
1102087,302064,RTR,2024-07-12
1102088,300625,RTR,2025-07-07
1102089,300249,ONT,2023-01-12
1102090,300138,AP,2021-09-11
1102091,301046,AP,2021-09-21
1102092,300245,AP,2018-03-23
1102093,300272,RTR,2020-12-01
1102094,301634,RTR,2025-07-22
1102095,302225,RTR,2018-06-19
1102096,301199,ONT,2019-09-27
1102097,300479,RTR,2018-04-20
1102098,300989,ONT,2026-03-05
1102099,300313,ONT,2018-07-04
1102100,301437,RTR,2022-12-14
1102101,301741,ONT,2021-04-30
1102102,300105,ONT,2024-08-17
1102103,301553,ONT,2019-03-16
1102104,302329,RTR,2018-08-28
1102105,301290,ONT,2024-09-18
1102106,301567,RTR,2022-08-31
1102107,300333,SW,2020-06-05
1102108,301843,ONT,2025-10-30
1102109,302203,SW,2021-09-11
1102110,300853,RTR,2023-03-26
1102111,301735,ONT,2018-06-06
1102112,300087,RTR,2019-12-01
1102113,300375,SW,2021-07-17
1102114,302197,ONT,2019-10-27
1102115,301909,ONT,2018-10-07
1102116,300722,AP,2022-07-31
1102117,301523,RTR,2022-12-20
1102118,300673,SW,2020-11-11
1102119,300769,ONT,2023-06-13
1102120,300967,ONT,2024-10-03
1102121,300997,RTR,2022-11-22
1102122,301699,ONT,2018-07-05
1102123,302278,RTR,2026-01-05
1102124,300164,ONT,2018-12-06
1102125,301420,ONT,2019-07-10
1102126,302463,RTR,2019-03-18
1102127,301079,RTR,2019-08-31
1102128,300600,RTR,2024-03-03
1102129,301117,SW,2024-10-08
1102130,301920,ONT,2024-06-17
1102131,300186,RTR,2020-05-28
1102132,301955,ONT,2018-07-11
1102133,302388,RTR,2020-02-12
1102134,301739,RTR,2020-04-10
1102135,301003,ONT,2019-02-16
1102136,302357,ONT,2023-03-01
1102137,301516,RTR,2026-05-19
1102138,300612,RTR,2018-10-15
1102139,300359,ONT,2025-06-18
1102140,302294,ONT,2025-12-14
1102141,302102,ONT,2022-03-11
1102142,302086,RTR,2025-07-11
1102143,301562,SW,2020-04-03
1102144,300581,AP,2024-11-28
1102145,301783,AP,2025-08-05
1102146,300415,ONT,2019-01-01
1102147,300420,RTR,2023-07-11
1102148,301869,SW,2019-10-08
1102149,300612,ONT,2021-03-28
1102150,301562,RTR,2020-07-02
1102151,300938,SW,2021-08-23
1102152,301147,AP,2026-05-11
1102153,300718,ONT,2020-02-25
1102154,302035,RTR,2020-02-20
1102155,302208,RTR,2020-06-29
1102156,300146,SW,2020-06-17
1102157,300471,SW,2025-02-11
1102158,301168,ONT,2021-06-30
1102159,300490,ONT,2025-05-21
1102160,301712,RTR,2025-04-26
1102161,301439,ONT,2023-09-13
1102162,301525,ONT,2019-04-27
1102163,300040,RTR,2024-07-18
1102164,301041,AP,2024-07-26
1102165,302472,SW,2019-12-07
1102166,300882,RTR,2020-03-16
1102167,302238,AP,2019-12-22
1102168,301821,ONT,2025-01-24
1102169,300216,SW,2022-05-08
1102170,301519,RTR,2023-02-15
1102171,301722,RTR,2021-08-23
1102172,300822,RTR,2025-07-29
1102173,301782,ONT,2021-06-27
1102174,300075,RTR,2023-11-29
1102175,300265,RTR,2019-01-13
1102176,300169,RTR,2023-02-03
1102177,301067,SW,2022-10-17
1102178,301920,ONT,2020-10-14
1102179,301919,AP,2021-10-20
1102180,301045,RTR,2026-01-04
1102181,302092,ONT,2021-03-18
1102182,301387,ONT,2026-05-08
1102183,301759,AP,2022-09-21
1102184,300998,ONT,2024-03-29
1102185,301240,ONT,2019-04-25
1102186,301939,RTR,2022-07-01
1102187,300665,ONT,2024-11-01
1102188,300667,RTR,2025-05-24
1102189,301432,ONT,2018-10-27
1102190,300218,RTR,2025-06-02
1102191,300217,AP,2018-12-31
1102192,301302,ONT,2021-03-28
1102193,302165,ONT,2020-10-19
1102194,301353,ONT,2026-05-23
1102195,301049,ONT,2021-07-18
1102196,301135,ONT,2021-04-04
1102197,301974,RTR,2021-12-25
1102198,301762,ONT,2019-11-22
1102199,300562,SW,2020-08-17
1102200,300770,SW,2023-06-30
1102201,302332,ONT,2023-06-09
1102202,301373,ONT,2023-06-15
1102203,300879,ONT,2025-05-14
1102204,301080,RTR,2024-05-30
1102205,302172,ONT,2024-11-26
1102206,301777,RTR,2024-03-01
1102207,302144,ONT,2021-08-30
1102208,301297,SW,2023-01-07
1102209,302101,ONT,2023-09-18
1102210,301223,RTR,2025-11-22
1102211,301837,RTR,2019-08-18
1102212,300735,RTR,2025-10-20
1102213,301740,ONT,2023-06-15
1102214,300912,ONT,2025-01-03
1102215,300347,RTR,2022-04-21
1102216,301860,RTR,2023-04-30
1102217,302283,ONT,2025-06-18
1102218,300289,RTR,2020-03-08
1102219,301480,RTR,2025-08-28
1102220,300223,ONT,2026-04-01
1102221,301904,ONT,2021-01-21
1102222,301601,RTR,2025-12-12
1102223,301194,AP,2026-02-26
1102224,301784,SW,2020-10-26
1102225,302019,ONT,2021-06-26
1102226,300358,ONT,2019-09-15
1102227,302012,ONT,2024-07-29
1102228,300329,ONT,2020-05-05
1102229,301234,ONT,2020-12-07
1102230,302016,ONT,2022-08-26
1102231,301717,RTR,2023-06-04
1102232,300050,RTR,2018-08-14
1102233,301879,ONT,2025-11-22
1102234,301618,RTR,2025-10-16
1102235,300936,RTR,2019-04-05
1102236,301452,ONT,2021-03-12
1102237,300108,RTR,2018-09-05
1102238,301420,RTR,2018-06-23
1102239,301969,RTR,2020-11-27
1102240,301331,ONT,2018-04-21
1102241,301011,RTR,2020-07-01
1102242,300817,ONT,2022-01-13
1102243,300811,ONT,2023-09-28
1102244,300463,AP,2023-05-25
1102245,302477,ONT,2019-01-25
1102246,300940,RTR,2024-03-01
1102247,302500,AP,2025-04-16
1102248,300370,ONT,2022-04-26
1102249,302468,ONT,2019-09-28
1102250,300575,RTR,2022-02-27
1102251,300727,AP,2020-12-11
1102252,301820,ONT,2018-03-26
1102253,301347,RTR,2023-06-25
1102254,301348,RTR,2018-01-01
1102255,301050,RTR,2022-12-15
1102256,301781,SW,2019-07-10
1102257,301741,ONT,2019-12-16
1102258,300070,RTR,2023-07-24
1102259,300014,ONT,2018-10-31
1102260,301155,RTR,2026-02-22
1102261,300255,RTR,2020-06-18
1102262,301873,ONT,2018-11-16
1102263,301997,ONT,2018-10-08
1102264,301909,ONT,2024-07-02
1102265,302445,SW,2025-10-12
1102266,300898,ONT,2023-08-17
1102267,300522,SW,2018-04-18
1102268,300413,ONT,2021-10-21
1102269,302192,RTR,2018-11-14
1102270,302271,SW,2021-03-10
1102271,302427,ONT,2018-04-24
1102272,301672,ONT,2018-08-11
1102273,302424,SW,2024-08-01
1102274,300799,RTR,2021-02-02
1102275,301215,RTR,2024-06-26
1102276,302285,ONT,2023-08-05
1102277,301185,ONT,2022-09-18
1102278,300943,RTR,2024-07-03
1102279,301524,RTR,2023-11-28
1102280,301225,SW,2018-07-16
1102281,302229,RTR,2025-09-15
1102282,301158,SW,2021-05-10
1102283,300099,RTR,2019-12-22
1102284,301524,RTR,2023-08-16
1102285,300131,SW,2022-04-10
1102286,300460,RTR,2019-08-30
1102287,301961,ONT,2018-04-11
1102288,301633,ONT,2022-06-29
1102289,302397,RTR,2019-07-25
1102290,301536,RTR,2023-11-22
1102291,301597,ONT,2019-12-28
1102292,300390,RTR,2018-04-21
1102293,301167,AP,2019-11-18
1102294,301892,AP,2024-01-16
1102295,300788,RTR,2018-03-20
1102296,302175,RTR,2020-03-10
1102297,301340,RTR,2021-01-04
1102298,300193,AP,2020-05-08
1102299,301483,SW,2019-07-25
1102300,300852,RTR,2020-08-16
1102301,301631,SW,2023-03-24
1102302,302314,ONT,2026-05-29
1102303,301747,ONT,2018-02-13
1102304,301070,ONT,2023-04-24
1102305,301026,AP,2021-10-31
1102306,301693,RTR,2021-04-30
1102307,301108,RTR,2022-06-27
1102308,300641,ONT,2018-11-17
1102309,300994,RTR,2021-02-06
1102310,301325,ONT,2020-03-30
1102311,301589,ONT,2022-07-27
1102312,300197,AP,2025-09-25
1102313,300661,RTR,2023-11-03
1102314,300971,SW,2021-02-04
1102315,300977,ONT,2025-08-27
1102316,301557,ONT,2024-06-22
1102317,301506,SW,2019-12-27
1102318,300930,RTR,2024-06-06
1102319,301904,RTR,2024-01-15
1102320,302391,ONT,2019-07-18
1102321,300560,ONT,2020-03-19
1102322,301913,ONT,2023-02-16
1102323,301059,ONT,2024-02-29
1102324,301042,ONT,2021-01-12
1102325,301042,ONT,2018-11-12
1102326,301184,RTR,2024-03-23
1102327,300007,AP,2025-02-17
1102328,300335,ONT,2026-05-13
1102329,302250,SW,2025-10-27
1102330,300483,RTR,2020-06-21
1102331,300025,RTR,2026-01-31
1102332,301431,AP,2019-12-17
1102333,301960,ONT,2019-04-26
1102334,302043,ONT,2023-04-05
1102335,302438,AP,2026-01-26
1102336,301933,RTR,2025-01-23
1102337,300548,ONT,2026-05-29
1102338,300227,AP,2022-06-27
1102339,300213,ONT,2020-08-03
1102340,302378,ONT,2026-04-05
1102341,302323,RTR,2025-03-27
1102342,300050,ONT,2021-02-13
1102343,301403,RTR,2018-07-15
1102344,300926,ONT,2020-05-11
1102345,301940,RTR,2022-07-17
1102346,300339,SW,2018-10-27
1102347,301924,RTR,2018-12-21
1102348,302452,ONT,2024-05-10
1102349,302476,RTR,2020-09-05
