plan_history_id,account_id,plan_cd,effective_start,effective_end
1312,301037,BUSINESS1G,2021-11-29,
1313,301038,FIBER500,2025-03-04,
1314,301039,BUSINESS500,2025-09-30,
1315,301040,BUSINESS1G,2023-02-18,
1316,301041,BUSINESS500,2020-11-25,
1317,301042,FIBER500,2018-07-18,
1318,301043,BUSINESS1G,2025-09-30,
1319,301044,BASIC100,2025-11-19,
1320,301045,FIBER500,2023-06-25,
1321,301046,BUSINESS1G,2020-11-19,
1322,301047,GIG1,2025-07-22,
1323,301048,BASIC100,2022-08-13,
1324,301049,BASIC100,2022-09-11,2023-05-08
1325,301049,BUSINESS1G,2023-05-09,
1326,301050,GIG1,2019-10-28,2022-03-18
1327,301050,BASIC100,2022-03-19,
1328,301051,BASIC100,2021-02-17,
1329,301052,BASIC100,2021-07-11,2022-07-11
1330,301052,FIBER500,2022-07-12,
1331,301053,BUSINESS500,2024-01-27,
1332,301054,BUSINESS500,2021-04-08,2022-03-22
1333,301054,BASIC100,2022-03-23,
1334,301055,BUSINESS500,2021-09-18,
1335,301056,FIBER500,2021-11-29,
1336,301057,BUSINESS500,2024-10-15,
1337,301058,FIBER500,2022-08-28,
1338,301059,BUSINESS500,2020-08-18,2022-11-21
1339,301059,BUSINESS1G,2022-11-22,
1340,301060,FIBER500,2025-05-20,
1341,301061,BUSINESS1G,2020-12-04,2023-04-08
1342,301061,BASIC100,2023-04-09,
1343,301062,FIBER500,2018-09-11,
1344,301063,FIBER500,2018-12-21,
1345,301064,GIG1,2020-11-20,
1346,301065,BASIC100,2024-04-10,
1347,301066,BUSINESS500,2023-06-14,
1348,301067,BUSINESS500,2024-03-22,2025-11-15
1349,301067,BUSINESS1G,2025-11-16,
1350,301068,FIBER500,2020-03-02,2023-06-05
1351,301068,BUSINESS1G,2023-06-06,
1352,301069,BUSINESS1G,2022-03-19,
1353,301070,BUSINESS1G,2022-06-10,
1354,301071,BASIC100,2020-12-10,
1355,301072,BUSINESS1G,2022-12-11,2025-07-18
1356,301072,FIBER500,2025-07-19,
1357,301073,BUSINESS1G,2023-12-01,
1358,301074,BUSINESS1G,2021-12-19,2023-02-13
1359,301074,BUSINESS500,2023-02-14,
1360,301075,FIBER500,2021-07-29,
1361,301076,BUSINESS1G,2019-04-26,2020-09-29
1362,301076,FIBER500,2020-09-30,
1363,301077,BUSINESS1G,2020-08-03,
1364,301078,BASIC100,2018-10-02,
1365,301079,GIG1,2020-06-19,2022-06-03
1366,301079,FIBER500,2022-06-04,
1367,301080,BUSINESS500,2019-04-15,
1368,301081,BUSINESS1G,2019-12-06,2023-03-07
1369,301081,FIBER500,2023-03-08,
1370,301082,BASIC100,2019-08-09,2022-05-17
1371,301082,GIG1,2022-05-18,
1372,301083,BASIC100,2020-06-20,2021-11-14
1373,301083,FIBER500,2021-11-15,
1374,301084,BUSINESS500,2018-04-06,
1375,301085,BUSINESS1G,2023-07-01,2026-06-28
1376,301085,GIG1,2026-06-29,
1377,301086,BASIC100,2018-08-02,
1378,301087,BASIC100,2023-12-22,
1379,301088,BUSINESS500,2023-07-27,
1380,301089,BUSINESS500,2021-07-21,2022-08-19
1381,301089,GIG1,2022-08-20,
1382,301090,GIG1,2020-10-10,
1383,301091,GIG1,2018-09-03,
1384,301092,BUSINESS1G,2021-12-28,2024-02-18
1385,301092,GIG1,2024-02-19,
1386,301093,FIBER500,2021-08-04,2022-08-14
1387,301093,GIG1,2022-08-15,
1388,301094,BUSINESS500,2020-03-09,2021-04-01
1389,301094,BASIC100,2021-04-02,
1390,301095,BUSINESS1G,2018-02-04,2019-05-10
1391,301095,BASIC100,2019-05-11,
1392,301096,FIBER500,2025-01-14,
1393,301097,FIBER500,2019-05-16,2022-01-12
1394,301097,BASIC100,2022-01-13,
1395,301098,FIBER500,2019-06-03,2021-03-10
1396,301098,BASIC100,2021-03-11,
1397,301099,BUSINESS1G,2025-01-16,
1398,301100,BUSINESS500,2023-07-05,2024-02-24
1399,301100,GIG1,2024-02-25,
1400,301101,BUSINESS1G,2022-10-23,
1401,301102,BASIC100,2022-05-22,2023-09-29
1402,301102,FIBER500,2023-09-30,
1403,301103,GIG1,2025-07-09,
1404,301104,BUSINESS500,2018-03-28,
1405,301105,BUSINESS500,2023-05-03,2025-08-02
1406,301105,BASIC100,2025-08-03,
1407,301106,FIBER500,2021-12-09,
1408,301107,BASIC100,2018-01-10,
1409,301108,FIBER500,2021-09-20,2023-03-04
1410,301108,BUSINESS1G,2023-03-05,
1411,301109,BUSINESS1G,2020-12-08,
1412,301110,FIBER500,2018-08-15,
1413,301111,GIG1,2024-10-20,
1414,301112,BASIC100,2019-12-01,
1415,301113,BUSINESS500,2020-02-17,2022-07-17
1416,301113,FIBER500,2022-07-18,
1417,301114,BASIC100,2024-06-13,
1418,301115,GIG1,2019-09-23,
1419,301116,FIBER500,2021-03-13,
1420,301117,BUSINESS1G,2019-05-17,
1421,301118,BUSINESS500,2024-06-13,
1422,301119,BUSINESS500,2020-10-12,
1423,301120,FIBER500,2023-07-17,
1424,301121,BUSINESS500,2020-12-22,2022-10-03
1425,301121,BUSINESS1G,2022-10-04,
1426,301122,BUSINESS1G,2018-02-08,
1427,301123,GIG1,2025-06-16,
1428,301124,FIBER500,2023-06-08,2024-12-10
1429,301124,BUSINESS500,2024-12-11,
1430,301125,GIG1,2019-04-18,2020-06-17
1431,301125,BASIC100,2020-06-18,
1432,301126,GIG1,2018-07-14,
1433,301127,BUSINESS500,2019-07-16,
1434,301128,FIBER500,2025-01-30,
1435,301129,BUSINESS500,2022-01-26,2024-03-04
1436,301129,FIBER500,2024-03-05,
1437,301130,BASIC100,2022-12-14,
1438,301131,GIG1,2024-04-26,2026-01-01
1439,301131,BUSINESS1G,2026-01-02,
1440,301132,BUSINESS1G,2019-05-09,2022-01-26
1441,301132,BUSINESS500,2022-01-27,
1442,301133,BUSINESS1G,2024-03-05,
1443,301134,FIBER500,2023-10-01,
1444,301135,FIBER500,2018-08-11,2020-11-01
1445,301135,GIG1,2020-11-02,
1446,301136,BUSINESS1G,2024-01-23,2026-02-02
1447,301136,BUSINESS500,2026-02-03,
1448,301137,BUSINESS1G,2022-06-13,
1449,301138,BASIC100,2023-07-06,
1450,301139,FIBER500,2022-12-14,2024-10-26
1451,301139,BASIC100,2024-10-27,
1452,301140,BUSINESS1G,2019-05-01,
1453,301141,GIG1,2020-05-01,
1454,301142,BUSINESS1G,2019-08-29,
1455,301143,BUSINESS500,2018-10-28,
1456,301144,GIG1,2020-11-30,
1457,301145,GIG1,2022-03-21,
1458,301146,BUSINESS1G,2023-03-06,
1459,301147,FIBER500,2023-04-11,2026-06-12
1460,301147,GIG1,2026-06-13,
1461,301148,BUSINESS1G,2022-08-14,
1462,301149,GIG1,2019-10-24,2021-03-09
1463,301149,BUSINESS500,2021-03-10,
1464,301150,BASIC100,2020-11-15,
1465,301151,BASIC100,2025-03-25,
1466,301152,BUSINESS1G,2023-02-25,
1467,301153,BUSINESS1G,2022-10-14,
1468,301154,BUSINESS500,2018-02-06,2020-05-19
1469,301154,BUSINESS1G,2020-05-20,
1470,301155,BUSINESS1G,2025-03-27,
1471,301156,GIG1,2020-06-16,2022-11-04
1472,301156,BASIC100,2022-11-05,
1473,301157,FIBER500,2020-03-06,2023-03-11
1474,301157,BUSINESS500,2023-03-12,
1475,301158,GIG1,2022-09-10,
1476,301159,FIBER500,2019-07-13,
1477,301160,FIBER500,2019-09-01,2022-11-30
1478,301160,BASIC100,2022-12-01,
1479,301161,BUSINESS1G,2025-08-31,
1480,301162,BASIC100,2023-11-16,
1481,301163,BASIC100,2018-04-09,
1482,301164,BUSINESS1G,2021-02-04,2023-06-12
1483,301164,FIBER500,2023-06-13,
1484,301165,BUSINESS1G,2025-12-10,
1485,301166,BASIC100,2024-08-16,
1486,301167,BUSINESS1G,2023-01-13,2024-03-08
1487,301167,GIG1,2024-03-09,
1488,301168,FIBER500,2018-05-13,
1489,301169,BUSINESS1G,2020-11-26,
1490,301170,GIG1,2019-06-02,2021-10-25
1491,301170,BASIC100,2021-10-26,
1492,301171,BUSINESS1G,2021-05-04,2023-06-25
1493,301171,BASIC100,2023-06-26,
1494,301172,BUSINESS500,2020-09-23,
1495,301173,FIBER500,2020-12-05,
1496,301174,BUSINESS500,2026-01-25,
1497,301175,GIG1,2022-03-30,
1498,301176,GIG1,2020-04-11,
1499,301177,GIG1,2021-10-11,
1500,301178,BUSINESS500,2018-06-24,
1501,301179,FIBER500,2021-01-29,
1502,301180,FIBER500,2025-06-09,
1503,301181,FIBER500,2024-03-09,2026-05-22
1504,301181,BASIC100,2026-05-23,
1505,301182,GIG1,2023-04-07,
1506,301183,BUSINESS1G,2019-05-16,2020-11-12
1507,301183,BASIC100,2020-11-13,
1508,301184,BUSINESS500,2021-07-09,2023-01-17
1509,301184,BUSINESS1G,2023-01-18,
1510,301185,FIBER500,2018-06-09,
1511,301186,FIBER500,2020-02-21,
1512,301187,BUSINESS1G,2019-10-10,2020-10-03
1513,301187,FIBER500,2020-10-04,
1514,301188,BASIC100,2023-05-14,
1515,301189,GIG1,2020-06-21,2023-10-02
1516,301189,BASIC100,2023-10-03,
1517,301190,FIBER500,2023-01-01,2024-06-30
1518,301190,BASIC100,2024-07-01,
1519,301191,FIBER500,2025-06-24,
1520,301192,BASIC100,2024-01-03,2026-03-26
1521,301192,BUSINESS500,2026-03-27,
1522,301193,BUSINESS500,2023-07-30,
1523,301194,BUSINESS1G,2021-03-05,
1524,301195,BUSINESS500,2020-10-11,
1525,301196,BASIC100,2022-07-21,
1526,301197,FIBER500,2020-01-03,
1527,301198,BUSINESS1G,2022-09-18,
1528,301199,BUSINESS1G,2022-03-08,2023-12-10
1529,301199,BUSINESS500,2023-12-11,
1530,301200,FIBER500,2021-03-19,2023-03-05
1531,301200,BASIC100,2023-03-06,
1532,301201,BUSINESS500,2018-07-28,
1533,301202,GIG1,2025-12-13,
1534,301203,BUSINESS1G,2024-03-11,
1535,301204,FIBER500,2024-12-25,
1536,301205,BUSINESS500,2021-01-29,
1537,301206,FIBER500,2019-11-21,
1538,301207,FIBER500,2023-07-05,
1539,301208,BASIC100,2019-09-21,
1540,301209,GIG1,2024-09-25,
1541,301210,GIG1,2022-01-28,
1542,301211,BASIC100,2022-05-31,2023-10-17
1543,301211,BUSINESS1G,2023-10-18,
1544,301212,FIBER500,2019-05-10,
1545,301213,BASIC100,2018-12-13,
1546,301214,BASIC100,2019-11-26,2022-04-09
1547,301214,BUSINESS500,2022-04-10,
1548,301215,FIBER500,2019-10-01,
1549,301216,BUSINESS500,2022-06-07,
1550,301217,FIBER500,2022-10-07,2023-11-08
1551,301217,GIG1,2023-11-09,
1552,301218,BUSINESS1G,2019-02-08,
1553,301219,BASIC100,2020-08-29,
1554,301220,BASIC100,2020-10-20,
1555,301221,BUSINESS500,2025-04-18,
1556,301222,BASIC100,2020-10-06,
1557,301223,BASIC100,2021-06-25,
1558,301224,BUSINESS1G,2023-07-11,
1559,301225,GIG1,2020-07-18,
1560,301226,GIG1,2022-03-25,
1561,301227,BUSINESS500,2021-01-18,
1562,301228,BASIC100,2018-02-27,
1563,301229,BASIC100,2019-05-24,
1564,301230,BASIC100,2025-06-19,
1565,301231,FIBER500,2021-06-12,
1566,301232,BUSINESS500,2020-03-06,2021-06-08
1567,301232,BASIC100,2021-06-09,
1568,301233,BASIC100,2021-09-01,
1569,301234,BASIC100,2020-12-03,
1570,301235,BUSINESS1G,2025-03-02,
1571,301236,BUSINESS1G,2018-07-04,
1572,301237,BUSINESS1G,2024-05-26,
1573,301238,FIBER500,2025-08-25,
1574,301239,BUSINESS500,2022-04-19,
1575,301240,BASIC100,2022-04-23,
1576,301241,FIBER500,2022-03-29,
1577,301242,BASIC100,2018-05-18,
1578,301243,BUSINESS1G,2024-12-29,
1579,301244,FIBER500,2022-05-18,2025-07-13
1580,301244,GIG1,2025-07-14,
1581,301245,FIBER500,2025-03-17,
1582,301246,BUSINESS1G,2018-04-25,
1583,301247,FIBER500,2018-05-04,
1584,301248,FIBER500,2021-11-01,
1585,301249,BUSINESS500,2023-10-11,2026-02-18
1586,301249,FIBER500,2026-02-19,
1587,301250,GIG1,2019-01-19,
1588,301251,BUSINESS1G,2020-10-19,
1589,301252,BASIC100,2018-09-15,2019-09-02
1590,301252,BUSINESS500,2019-09-03,
1591,301253,BUSINESS1G,2020-11-06,
1592,301254,GIG1,2025-06-30,
1593,301255,GIG1,2018-05-04,2021-06-23
1594,301255,BUSINESS1G,2021-06-24,
1595,301256,BASIC100,2018-09-19,
1596,301257,BASIC100,2023-03-24,2024-01-24
1597,301257,BUSINESS500,2024-01-25,
1598,301258,BUSINESS1G,2021-05-21,
1599,301259,GIG1,2022-06-08,2024-09-16
1600,301259,BASIC100,2024-09-17,
1601,301260,BUSINESS1G,2024-06-11,2025-07-12
1602,301260,GIG1,2025-07-13,
1603,301261,FIBER500,2022-03-10,2024-08-10
1604,301261,BUSINESS500,2024-08-11,
1605,301262,BASIC100,2024-09-15,
1606,301263,BUSINESS1G,2023-04-21,
1607,301264,GIG1,2019-06-16,
1608,301265,BUSINESS1G,2020-06-05,
1609,301266,GIG1,2023-01-23,
1610,301267,BUSINESS1G,2021-12-17,
1611,301268,BUSINESS1G,2023-06-17,
1612,301269,GIG1,2018-10-18,
1613,301270,FIBER500,2025-09-04,
1614,301271,BASIC100,2020-11-05,2023-08-08
1615,301271,GIG1,2023-08-09,
1616,301272,GIG1,2024-03-26,
1617,301273,BUSINESS1G,2020-07-01,2022-02-23
1618,301273,BUSINESS500,2022-02-24,
1619,301274,BUSINESS1G,2020-03-04,2021-11-06
1620,301274,FIBER500,2021-11-07,
1621,301275,BASIC100,2025-06-13,
1622,301276,BUSINESS1G,2024-02-22,
1623,301277,BUSINESS1G,2018-03-19,
1624,301278,BASIC100,2020-05-01,
1625,301279,BUSINESS500,2021-05-15,
1626,301280,BUSINESS1G,2022-05-21,
1627,301281,BUSINESS1G,2018-03-05,2020-05-19
1628,301281,BUSINESS500,2020-05-20,
1629,301282,FIBER500,2020-09-01,
1630,301283,BUSINESS1G,2019-09-24,
1631,301284,BASIC100,2018-03-16,2020-02-05
1632,301284,FIBER500,2020-02-06,
1633,301285,BASIC100,2021-09-09,2023-10-29
1634,301285,GIG1,2023-10-30,
1635,301286,FIBER500,2023-01-15,2023-09-06
1636,301286,BUSINESS1G,2023-09-07,
1637,301287,GIG1,2021-12-10,
1638,301288,FIBER500,2022-10-12,2024-08-05
1639,301288,BUSINESS1G,2024-08-06,
1640,301289,BASIC100,2021-05-30,
1641,301290,BUSINESS1G,2020-07-30,
1642,301291,BASIC100,2021-06-07,2022-06-10
1643,301291,GIG1,2022-06-11,
1644,301292,FIBER500,2020-12-30,2022-03-17
1645,301292,GIG1,2022-03-18,
1646,301293,BUSINESS500,2023-05-27,2025-10-18
1647,301293,BASIC100,2025-10-19,
1648,301294,BUSINESS1G,2022-01-10,
1649,301295,BASIC100,2022-11-07,
1650,301296,GIG1,2019-11-20,2023-02-25
1651,301296,FIBER500,2023-02-26,
1652,301297,BASIC100,2022-04-04,
1653,301298,BUSINESS500,2019-05-16,
1654,301299,BUSINESS500,2024-09-01,
1655,301300,FIBER500,2019-04-30,2021-04-15
1656,301300,BUSINESS500,2021-04-16,
1657,301301,BASIC100,2020-11-15,2022-04-22
1658,301301,GIG1,2022-04-23,
1659,301302,GIG1,2021-08-26,
1660,301303,BASIC100,2018-08-02,
1661,301304,GIG1,2020-05-19,
1662,301305,BUSINESS500,2020-07-25,
1663,301306,BUSINESS500,2021-10-11,
1664,301307,BUSINESS500,2020-10-27,2021-08-31
1665,301307,BASIC100,2021-09-01,
1666,301308,BASIC100,2018-11-13,
1667,301309,BUSINESS1G,2025-03-03,
1668,301310,GIG1,2022-05-02,
1669,301311,GIG1,2023-10-26,
1670,301312,FIBER500,2024-09-29,2025-09-08
1671,301312,BUSINESS1G,2025-09-09,
1672,301313,BUSINESS500,2020-11-20,
1673,301314,BASIC100,2023-05-16,
1674,301315,FIBER500,2025-10-13,
1675,301316,FIBER500,2024-10-15,
1676,301317,FIBER500,2025-10-21,
1677,301318,BUSINESS500,2018-07-23,
1678,301319,FIBER500,2023-07-11,
1679,301320,GIG1,2020-06-01,2021-02-27
1680,301320,BUSINESS500,2021-02-28,
1681,301321,GIG1,2025-07-04,
1682,301322,FIBER500,2020-08-18,
1683,301323,BASIC100,2020-06-30,
1684,301324,GIG1,2018-09-28,
1685,301325,GIG1,2022-09-16,
1686,301326,FIBER500,2025-06-13,
1687,301327,BUSINESS1G,2023-10-21,2025-04-24
1688,301327,FIBER500,2025-04-25,
1689,301328,BUSINESS1G,2018-05-12,
1690,301329,FIBER500,2018-11-15,
1691,301330,FIBER500,2025-12-16,
1692,301331,BASIC100,2018-03-20,
1693,301332,BUSINESS1G,2020-12-29,
1694,301333,BUSINESS500,2023-07-08,
1695,301334,BASIC100,2019-08-10,2021-04-18
1696,301334,BUSINESS1G,2021-04-19,
1697,301335,BUSINESS1G,2018-12-27,
1698,301336,FIBER500,2024-04-04,2025-11-26
1699,301336,BUSINESS500,2025-11-27,
1700,301337,FIBER500,2022-09-08,2023-06-14
1701,301337,BASIC100,2023-06-15,
1702,301338,BUSINESS1G,2024-02-02,2024-09-13
1703,301338,GIG1,2024-09-14,
1704,301339,BUSINESS500,2023-09-03,
1705,301340,BUSINESS500,2025-03-12,
1706,301341,BUSINESS500,2020-01-01,
1707,301342,BUSINESS1G,2019-04-24,
1708,301343,BUSINESS1G,2021-11-24,
1709,301344,FIBER500,2024-02-23,
1710,301345,GIG1,2018-09-22,
1711,301346,BUSINESS1G,2024-04-11,2025-04-28
1712,301346,BASIC100,2025-04-29,
1713,301347,FIBER500,2018-01-18,
1714,301348,BUSINESS500,2021-07-31,
1715,301349,FIBER500,2018-04-09,
1716,301350,FIBER500,2024-06-19,2025-05-11
1717,301350,BASIC100,2025-05-12,
1718,301351,BUSINESS1G,2020-12-28,2023-07-28
1719,301351,GIG1,2023-07-29,
1720,301352,BUSINESS1G,2018-09-26,
1721,301353,BUSINESS1G,2020-08-21,2021-06-09
1722,301353,GIG1,2021-06-10,
1723,301354,BUSINESS1G,2024-09-25,
1724,301355,BUSINESS1G,2021-08-13,2022-03-13
1725,301355,BUSINESS500,2022-03-14,
1726,301356,BUSINESS500,2023-10-09,
1727,301357,FIBER500,2018-11-06,
1728,301358,BASIC100,2018-09-22,2019-08-11
1729,301358,FIBER500,2019-08-12,
1730,301359,BUSINESS1G,2024-04-03,2026-06-14
1731,301359,FIBER500,2026-06-15,
1732,301360,GIG1,2023-01-21,
1733,301361,FIBER500,2019-01-06,
1734,301362,BUSINESS500,2021-09-10,2023-07-22
1735,301362,GIG1,2023-07-23,
1736,301363,GIG1,2018-07-31,
1737,301364,BUSINESS500,2024-01-13,
1738,301365,BUSINESS1G,2020-01-09,
1739,301366,GIG1,2022-09-17,
1740,301367,FIBER500,2018-02-08,
1741,301368,FIBER500,2022-08-17,
1742,301369,BASIC100,2025-07-06,
1743,301370,GIG1,2023-01-08,
1744,301371,BUSINESS500,2022-02-04,2024-08-01
1745,301371,GIG1,2024-08-02,
1746,301372,BASIC100,2024-10-20,
1747,301373,FIBER500,2022-04-21,2023-05-27
1748,301373,GIG1,2023-05-28,
1749,301374,BUSINESS500,2022-12-11,2026-01-31
1750,301374,BUSINESS1G,2026-02-01,
1751,301375,FIBER500,2020-03-01,2023-02-04
1752,301375,GIG1,2023-02-05,
1753,301376,GIG1,2024-09-13,
1754,301377,GIG1,2023-09-17,
1755,301378,FIBER500,2018-04-21,
1756,301379,BUSINESS500,2025-09-11,
1757,301380,BASIC100,2024-10-29,
1758,301381,BUSINESS500,2020-11-30,2021-11-20
1759,301381,GIG1,2021-11-21,
1760,301382,FIBER500,2024-06-06,
1761,301383,BASIC100,2020-06-16,
1762,301384,BUSINESS500,2021-02-08,
1763,301385,FIBER500,2021-10-31,
1764,301386,BUSINESS1G,2019-02-15,2021-06-24
1765,301386,FIBER500,2021-06-25,
1766,301387,BUSINESS1G,2019-11-17,
1767,301388,BUSINESS1G,2025-05-03,
1768,301389,BUSINESS500,2025-04-22,
1769,301390,BASIC100,2019-10-02,
1770,301391,BUSINESS500,2018-09-25,
1771,301392,BUSINESS1G,2018-05-02,
1772,301393,BUSINESS500,2021-04-19,
1773,301394,BUSINESS500,2019-02-04,
1774,301395,BUSINESS1G,2020-05-23,
1775,301396,BUSINESS1G,2021-11-07,2024-05-24
1776,301396,BUSINESS500,2024-05-25,
1777,301397,BASIC100,2018-12-07,
1778,301398,BASIC100,2024-03-10,
1779,301399,BASIC100,2025-11-07,
1780,301400,GIG1,2019-07-09,
1781,301401,BUSINESS500,2020-07-21,
1782,301402,FIBER500,2025-03-10,
1783,301403,BUSINESS500,2024-03-26,
1784,301404,BASIC100,2020-12-28,
1785,301405,FIBER500,2018-06-23,
1786,301406,BUSINESS500,2020-12-13,2023-12-07
1787,301406,FIBER500,2023-12-08,
1788,301407,GIG1,2023-06-18,
1789,301408,BASIC100,2019-08-09,2021-01-26
1790,301408,FIBER500,2021-01-27,
1791,301409,GIG1,2021-08-14,2022-10-30
1792,301409,BUSINESS1G,2022-10-31,
1793,301410,GIG1,2021-12-10,
1794,301411,BUSINESS500,2025-01-27,
1795,301412,BUSINESS500,2025-10-31,
1796,301413,BUSINESS500,2021-06-08,
1797,301414,FIBER500,2023-08-27,2024-05-18
1798,301414,BASIC100,2024-05-19,
1799,301415,GIG1,2018-12-25,
1800,301416,BASIC100,2020-09-18,
1801,301417,BASIC100,2020-02-10,
1802,301418,FIBER500,2023-05-05,2025-02-11
1803,301418,BUSINESS500,2025-02-12,
1804,301419,BUSINESS500,2022-05-12,2024-04-30
1805,301419,BUSINESS1G,2024-05-01,
1806,301420,BUSINESS500,2020-10-26,2022-03-21
1807,301420,FIBER500,2022-03-22,
1808,301421,BUSINESS500,2023-12-21,
1809,301422,FIBER500,2018-01-28,
1810,301423,BUSINESS1G,2021-06-16,
1811,301424,FIBER500,2025-09-20,
1812,301425,BUSINESS500,2024-04-07,2025-11-07
1813,301425,BASIC100,2025-11-08,
1814,301426,FIBER500,2023-07-17,
1815,301427,BASIC100,2020-06-24,
1816,301428,GIG1,2022-11-28,
1817,301429,BUSINESS1G,2025-03-30,
1818,301430,BASIC100,2021-09-09,
1819,301431,GIG1,2021-03-18,2021-10-10
1820,301431,BASIC100,2021-10-11,
1821,301432,BUSINESS500,2022-08-30,2024-10-20
1822,301432,FIBER500,2024-10-21,
1823,301433,GIG1,2020-03-25,
1824,301434,FIBER500,2018-12-07,
1825,301435,BUSINESS500,2025-01-21,
1826,301436,BASIC100,2024-05-19,
1827,301437,GIG1,2023-06-10,
1828,301438,GIG1,2024-03-11,2025-01-20
1829,301438,BASIC100,2025-01-21,
1830,301439,FIBER500,2026-01-04,
1831,301440,BASIC100,2023-12-24,2025-10-02
1832,301440,BUSINESS500,2025-10-03,
1833,301441,FIBER500,2021-12-13,
1834,301442,FIBER500,2023-04-27,
1835,301443,GIG1,2025-07-22,
1836,301444,BASIC100,2019-12-23,
1837,301445,BUSINESS500,2020-12-23,2021-10-04
1838,301445,BASIC100,2021-10-05,
1839,301446,BUSINESS1G,2022-10-08,2024-12-04
1840,301446,GIG1,2024-12-05,
1841,301447,BUSINESS500,2024-12-05,
1842,301448,BUSINESS500,2018-12-02,
1843,301449,BASIC100,2020-05-26,
1844,301450,GIG1,2021-11-21,2024-09-12
1845,301450,BUSINESS1G,2024-09-13,
1846,301451,BUSINESS1G,2021-09-11,
1847,301452,BUSINESS1G,2021-05-21,2022-12-21
1848,301452,BASIC100,2022-12-22,
1849,301453,BUSINESS500,2023-07-17,
1850,301454,BASIC100,2021-10-12,2023-04-20
1851,301454,BUSINESS500,2023-04-21,
1852,301455,GIG1,2021-10-25,2022-04-27
1853,301455,BUSINESS500,2022-04-28,
1854,301456,BASIC100,2020-09-18,2021-03-23
1855,301456,FIBER500,2021-03-24,
1856,301457,BUSINESS1G,2025-11-18,
1857,301458,GIG1,2024-11-19,
1858,301459,FIBER500,2018-07-24,
1859,301460,BASIC100,2024-04-05,
1860,301461,BUSINESS1G,2020-05-04,
1861,301462,BASIC100,2024-02-12,
1862,301463,FIBER500,2022-03-30,2023-03-07
1863,301463,GIG1,2023-03-08,
1864,301464,GIG1,2025-05-03,
1865,301465,GIG1,2021-11-11,
1866,301466,BUSINESS1G,2024-12-18,
1867,301467,GIG1,2023-01-25,
1868,301468,BASIC100,2023-11-19,
1869,301469,BUSINESS1G,2018-09-30,
1870,301470,GIG1,2024-09-02,2025-09-11
1871,301470,FIBER500,2025-09-12,
1872,301471,BASIC100,2019-07-27,2022-01-19
1873,301471,BUSINESS1G,2022-01-20,
1874,301472,BUSINESS1G,2018-02-25,
1875,301473,BASIC100,2023-03-27,
1876,301474,FIBER500,2019-07-11,2021-05-08
1877,301474,BASIC100,2021-05-09,
1878,301475,GIG1,2025-11-29,
1879,301476,BUSINESS500,2025-09-28,
1880,301477,BUSINESS1G,2023-08-04,2025-02-26
1881,301477,BUSINESS500,2025-02-27,
1882,301478,GIG1,2023-06-22,2026-01-09
1883,301478,BUSINESS1G,2026-01-10,
1884,301479,BUSINESS500,2019-08-11,
1885,301480,FIBER500,2025-05-29,
1886,301481,GIG1,2021-12-27,
1887,301482,FIBER500,2023-12-04,
1888,301483,GIG1,2022-04-26,
1889,301484,BUSINESS1G,2023-04-16,
1890,301485,BASIC100,2021-04-07,
1891,301486,FIBER500,2019-09-27,
1892,301487,BASIC100,2024-04-13,
1893,301488,GIG1,2019-01-02,
1894,301489,BUSINESS1G,2019-11-28,2022-04-30
1895,301489,BASIC100,2022-05-01,
1896,301490,BASIC100,2021-08-28,
1897,301491,BUSINESS1G,2025-04-06,
1898,301492,BASIC100,2024-02-06,2025-05-20
1899,301492,FIBER500,2025-05-21,
1900,301493,BUSINESS500,2025-04-04,
1901,301494,GIG1,2025-10-17,
1902,301495,BUSINESS500,2019-03-12,2021-09-05
1903,301495,BASIC100,2021-09-06,
1904,301496,FIBER500,2025-08-18,
1905,301497,BUSINESS1G,2021-07-29,
1906,301498,BASIC100,2022-09-20,2024-02-18
1907,301498,FIBER500,2024-02-19,
1908,301499,FIBER500,2023-10-08,
1909,301500,GIG1,2019-09-17,
1910,301501,GIG1,2021-01-24,2023-01-22
1911,301501,FIBER500,2023-01-23,
1912,301502,BUSINESS500,2022-05-03,
1913,301503,GIG1,2018-06-23,
1914,301504,FIBER500,2022-11-07,
1915,301505,BUSINESS500,2023-01-18,2025-06-02
1916,301505,FIBER500,2025-06-03,
1917,301506,FIBER500,2025-10-02,
1918,301507,BUSINESS500,2018-04-11,
1919,301508,BUSINESS500,2023-04-16,
1920,301509,GIG1,2024-07-10,
1921,301510,FIBER500,2020-05-21,
1922,301511,BUSINESS1G,2023-04-01,
1923,301512,BUSINESS1G,2025-08-07,
1924,301513,GIG1,2023-04-12,2023-11-26
1925,301513,FIBER500,2023-11-27,
1926,301514,BUSINESS1G,2023-03-28,2024-02-08
1927,301514,FIBER500,2024-02-09,
1928,301515,BASIC100,2025-11-02,
1929,301516,BUSINESS500,2025-04-15,
1930,301517,BUSINESS500,2020-01-18,
1931,301518,FIBER500,2020-11-18,2022-09-21
1932,301518,GIG1,2022-09-22,
1933,301519,FIBER500,2020-10-24,2021-07-24
1934,301519,BUSINESS1G,2021-07-25,
1935,301520,GIG1,2020-02-17,2021-01-16
1936,301520,BUSINESS500,2021-01-17,
1937,301521,BASIC100,2022-04-21,
1938,301522,FIBER500,2024-11-05,2025-11-16
1939,301522,BASIC100,2025-11-17,
1940,301523,FIBER500,2025-01-05,
1941,301524,BUSINESS500,2020-03-25,
