work_order_id,service_location_id,service_type_id,created_timestamp,status,priority,reported_channel
402116,301472,2,2025-10-15 09:44:21,OPEN,Routine,Mobile
402117,301599,7,2025-10-15 16:06:02,CANCELLED,Routine,Mobile
402118,300031,2,2025-10-15 17:14:13,COMPLETED,Priority,Phone
402119,301047,1,2025-10-15 17:48:31,COMPLETED,Priority,Phone
402120,301200,9,2025-10-16 02:23:43,COMPLETED,Routine,Mobile
402121,300249,8,2025-10-16 09:09:41,COMPLETED,Routine,Phone
402122,301628,5,2025-10-16 11:05:48,COMPLETED,Priority,Web
402123,301211,8,2025-10-16 12:24:28,COMPLETED,Routine,Phone
402124,301032,8,2025-10-16 16:06:45,COMPLETED,Priority,Phone
402125,301200,12,2025-10-16 16:48:58,COMPLETED,Emergency,Phone
402126,301681,7,2025-10-16 19:00:53,COMPLETED,Routine,Phone
402127,300284,9,2025-10-16 19:27:45,COMPLETED,Routine,Phone
402128,301522,12,2025-10-16 22:11:19,COMPLETED,Routine,Phone
402129,301275,10,2025-10-17 08:03:17,COMPLETED,Routine,Mobile
402130,300436,8,2025-10-17 11:43:11,COMPLETED,Routine,Web
402131,300740,1,2025-10-17 18:45:41,COMPLETED,Priority,Phone
402132,301052,5,2025-10-17 22:10:02,COMPLETED,Priority,Phone
402133,300895,7,2025-10-18 01:42:53,COMPLETED,Routine,Phone
402134,300656,6,2025-10-18 03:19:22,COMPLETED,Routine,Web
402135,301518,1,2025-10-18 08:56:10,OPEN,Routine,Phone
402136,301775,9,2025-10-18 09:27:35,COMPLETED,Routine,Mobile
402137,300634,4,2025-10-18 12:45:19,COMPLETED,Routine,Technician
402138,300341,5,2025-10-18 13:09:36,OPEN,Routine,Mobile
402139,301689,11,2025-10-18 14:46:13,COMPLETED,Routine,Phone
402140,300850,5,2025-10-18 15:56:04,COMPLETED,Emergency,Technician
402141,301479,7,2025-10-18 19:02:34,COMPLETED,Routine,Web
402142,301048,8,2025-10-18 23:23:44,COMPLETED,Routine,Phone
402143,300310,4,2025-10-19 06:50:34,OPEN,Routine,Web
402144,301662,4,2025-10-19 07:35:33,COMPLETED,Routine,Phone
402145,300874,1,2025-10-19 15:42:38,COMPLETED,Routine,Phone
402146,300285,3,2025-10-19 18:42:37,COMPLETED,Routine,Web
402147,300013,12,2025-10-19 20:40:20,COMPLETED,Routine,Phone
402148,300641,10,2025-10-20 01:29:33,COMPLETED,Priority,Mobile
402149,301489,12,2025-10-20 06:07:02,COMPLETED,Routine,Mobile
402150,300426,11,2025-10-20 06:08:29,CANCELLED,Priority,Mobile
402151,300617,7,2025-10-20 07:36:01,COMPLETED,Routine,Phone
402152,300218,8,2025-10-20 09:56:38,OPEN,Priority,Phone
402153,300963,6,2025-10-20 21:29:12,OPEN,Routine,Web
402154,301248,6,2025-10-21 02:04:06,COMPLETED,Routine,Web
402155,300867,12,2025-10-21 02:46:39,COMPLETED,Routine,Phone
402156,301772,11,2025-10-21 03:02:46,COMPLETED,Routine,Phone
402157,300758,8,2025-10-21 03:59:47,OPEN,Emergency,Phone
402158,301645,8,2025-10-21 09:24:41,COMPLETED,Routine,Web
402159,300011,12,2025-10-21 12:24:18,CANCELLED,Priority,Phone
402160,301127,7,2025-10-21 12:40:52,COMPLETED,Routine,Web
402161,300233,8,2025-10-21 15:59:05,COMPLETED,Routine,Mobile
402162,301374,3,2025-10-21 16:37:15,COMPLETED,Priority,Web
402163,301479,7,2025-10-21 18:53:55,COMPLETED,Routine,Technician
402164,301265,4,2025-10-21 19:13:53,COMPLETED,Routine,Phone
402165,300750,1,2025-10-21 21:52:55,COMPLETED,Routine,Phone
402166,300449,2,2025-10-21 21:57:13,COMPLETED,Routine,Phone
402167,300799,6,2025-10-22 02:00:36,COMPLETED,Routine,Phone
402168,300499,1,2025-10-22 08:11:12,COMPLETED,Routine,Phone
402169,301606,5,2025-10-22 10:02:09,COMPLETED,Priority,Phone
402170,300308,12,2025-10-22 13:11:52,COMPLETED,Priority,Web
402171,301170,6,2025-10-22 16:05:38,OPEN,Routine,Mobile
402172,300258,9,2025-10-22 18:31:44,COMPLETED,Emergency,Web
402173,300088,5,2025-10-23 01:49:57,COMPLETED,Priority,Mobile
402174,300568,6,2025-10-23 08:16:23,COMPLETED,Routine,Mobile
402175,300250,6,2025-10-23 11:32:31,COMPLETED,Priority,Phone
402176,300420,2,2025-10-23 15:22:31,COMPLETED,Routine,Phone
402177,301463,1,2025-10-23 16:39:21,COMPLETED,Routine,Phone
402178,301476,11,2025-10-23 21:43:22,COMPLETED,Priority,Phone
402179,300662,10,2025-10-23 21:47:41,COMPLETED,Routine,Technician
402180,301643,7,2025-10-23 21:56:22,COMPLETED,Routine,Phone
402181,300531,5,2025-10-24 03:58:09,COMPLETED,Routine,Phone
402182,300480,1,2025-10-24 13:45:14,COMPLETED,Routine,Phone
402183,300371,10,2025-10-24 17:18:02,COMPLETED,Emergency,Web
402184,300823,1,2025-10-24 20:52:30,COMPLETED,Routine,Phone
402185,300348,6,2025-10-24 22:23:00,OPEN,Routine,Web
402186,300698,4,2025-10-25 00:48:05,COMPLETED,Routine,Web
402187,301357,2,2025-10-25 06:24:11,COMPLETED,Routine,Phone
402188,300132,2,2025-10-25 06:43:02,COMPLETED,Routine,Phone
402189,300266,4,2025-10-25 11:14:09,COMPLETED,Routine,Phone
402190,300110,8,2025-10-25 16:32:31,COMPLETED,Routine,Technician
402191,300376,9,2025-10-25 18:02:49,CANCELLED,Routine,Web
402192,300658,11,2025-10-25 18:57:45,OPEN,Routine,Phone
402193,300821,9,2025-10-26 00:51:07,COMPLETED,Priority,Phone
402194,300670,12,2025-10-26 04:07:32,COMPLETED,Emergency,Phone
402195,301260,7,2025-10-26 07:34:34,COMPLETED,Priority,Phone
402196,300077,3,2025-10-26 08:49:54,CANCELLED,Routine,Phone
402197,300474,6,2025-10-26 11:25:14,COMPLETED,Routine,Phone
402198,301284,7,2025-10-26 11:45:52,COMPLETED,Priority,Web
402199,300157,7,2025-10-26 17:56:18,OPEN,Routine,Phone
402200,300880,5,2025-10-26 17:56:47,COMPLETED,Emergency,Mobile
402201,300170,7,2025-10-27 02:14:03,COMPLETED,Routine,Phone
402202,300874,12,2025-10-27 04:11:50,COMPLETED,Routine,Phone
402203,300951,5,2025-10-27 11:14:28,COMPLETED,Routine,Mobile
402204,301237,10,2025-10-27 14:10:43,COMPLETED,Routine,Mobile
402205,300641,8,2025-10-27 15:46:41,COMPLETED,Routine,Phone
402206,300986,4,2025-10-27 15:50:23,COMPLETED,Routine,Web
402207,301745,12,2025-10-27 16:42:30,OPEN,Emergency,Web
402208,300001,2,2025-10-27 22:09:00,COMPLETED,Priority,Phone
402209,300841,7,2025-10-28 00:54:05,COMPLETED,Routine,Web
402210,300146,1,2025-10-28 02:56:45,COMPLETED,Routine,Phone
402211,301401,4,2025-10-28 08:05:41,COMPLETED,Routine,Phone
402212,301738,11,2025-10-28 08:52:14,COMPLETED,Emergency,Phone
402213,301488,12,2025-10-28 10:23:49,COMPLETED,Routine,Web
402214,300171,10,2025-10-28 10:26:29,COMPLETED,Routine,Web
402215,301249,1,2025-10-28 13:41:54,COMPLETED,Emergency,Technician
402216,301511,4,2025-10-28 18:15:07,COMPLETED,Routine,Phone
402217,300076,11,2025-10-28 21:52:06,COMPLETED,Routine,Web
402218,301762,2,2025-10-28 23:11:50,COMPLETED,Routine,Phone
402219,300649,4,2025-10-29 02:13:17,COMPLETED,Priority,Phone
402220,301291,5,2025-10-29 02:49:50,COMPLETED,Priority,Phone
402221,300956,11,2025-10-29 03:24:43,COMPLETED,Routine,Phone
402222,300066,1,2025-10-29 04:19:37,CANCELLED,Routine,Phone
402223,300896,5,2025-10-29 05:22:21,COMPLETED,Routine,Phone
402224,300409,1,2025-10-29 06:41:59,CANCELLED,Routine,Web
402225,300078,11,2025-10-29 06:55:30,COMPLETED,Routine,Technician
402226,300953,3,2025-10-29 08:38:33,OPEN,Routine,Web
402227,300011,1,2025-10-29 12:09:47,CANCELLED,Emergency,Phone
402228,301102,9,2025-10-29 12:34:47,COMPLETED,Routine,Phone
402229,301630,6,2025-10-29 15:03:45,COMPLETED,Routine,Technician
402230,300037,7,2025-10-29 22:05:38,COMPLETED,Routine,Phone
402231,301443,1,2025-10-30 03:31:33,COMPLETED,Priority,Phone
402232,300213,5,2025-10-30 16:17:59,COMPLETED,Routine,Phone
402233,301672,8,2025-10-30 16:38:19,COMPLETED,Priority,Phone
402234,300489,4,2025-10-31 04:41:15,OPEN,Routine,Phone
402235,300482,9,2025-10-31 06:17:31,CANCELLED,Routine,Web
402236,301722,2,2025-10-31 10:15:14,COMPLETED,Routine,Phone
402237,301394,11,2025-10-31 13:16:18,COMPLETED,Routine,Mobile
402238,301038,2,2025-10-31 13:16:29,COMPLETED,Priority,Web
402239,300526,12,2025-10-31 19:24:40,COMPLETED,Routine,Phone
402240,301247,5,2025-10-31 21:08:10,COMPLETED,Routine,Mobile
402241,301061,6,2025-10-31 23:38:14,COMPLETED,Routine,Web
402242,301271,1,2025-10-31 23:48:01,COMPLETED,Priority,Mobile
402243,300676,10,2025-10-31 23:50:35,COMPLETED,Routine,Phone
402244,300102,3,2025-11-01 01:39:24,COMPLETED,Priority,Phone
402245,301718,8,2025-11-01 02:14:03,COMPLETED,Priority,Web
402246,300318,8,2025-11-01 05:32:58,COMPLETED,Routine,Phone
402247,301241,5,2025-11-01 09:17:40,COMPLETED,Routine,Web
402248,301699,6,2025-11-01 09:28:45,COMPLETED,Emergency,Web
402249,300759,7,2025-11-01 13:17:14,COMPLETED,Routine,Mobile
402250,300190,4,2025-11-01 15:37:23,COMPLETED,Emergency,Web
402251,300828,3,2025-11-01 17:15:17,COMPLETED,Routine,Web
402252,300133,6,2025-11-01 17:35:09,OPEN,Routine,Phone
402253,301122,3,2025-11-01 19:35:33,COMPLETED,Priority,Technician
402254,301009,4,2025-11-01 22:31:51,COMPLETED,Routine,Phone
402255,300308,10,2025-11-02 10:10:21,COMPLETED,Routine,Phone
402256,300185,6,2025-11-02 12:02:28,COMPLETED,Routine,Phone
402257,300903,8,2025-11-02 15:50:20,OPEN,Routine,Phone
402258,300116,10,2025-11-03 02:09:41,COMPLETED,Routine,Mobile
402259,300342,7,2025-11-03 02:21:27,COMPLETED,Routine,Phone
402260,301339,12,2025-11-03 04:49:44,COMPLETED,Routine,Phone
402261,301714,5,2025-11-03 05:09:08,COMPLETED,Routine,Technician
402262,301227,5,2025-11-03 07:56:29,COMPLETED,Priority,Web
402263,301442,7,2025-11-03 08:03:40,COMPLETED,Routine,Web
402264,300420,1,2025-11-03 09:01:28,COMPLETED,Priority,Phone
402265,300331,11,2025-11-03 11:07:00,COMPLETED,Routine,Mobile
402266,300306,4,2025-11-03 23:30:51,COMPLETED,Routine,Phone
402267,301354,8,2025-11-03 23:48:18,COMPLETED,Routine,Phone
402268,300381,6,2025-11-04 03:12:25,COMPLETED,Routine,Phone
402269,300629,1,2025-11-04 04:49:01,COMPLETED,Priority,Web
402270,300119,2,2025-11-04 13:18:27,COMPLETED,Routine,Phone
402271,300823,12,2025-11-04 14:03:00,COMPLETED,Routine,Phone
402272,301095,11,2025-11-04 14:25:06,COMPLETED,Routine,Mobile
402273,301778,2,2025-11-04 17:35:51,COMPLETED,Priority,Web
402274,301461,10,2025-11-04 19:58:53,COMPLETED,Priority,Phone
402275,300503,12,2025-11-05 00:24:24,COMPLETED,Routine,Mobile
402276,300280,8,2025-11-05 07:34:24,COMPLETED,Routine,Web
402277,301136,9,2025-11-05 08:22:05,COMPLETED,Routine,Technician
402278,300665,10,2025-11-05 09:00:14,COMPLETED,Routine,Mobile
402279,301554,12,2025-11-05 13:37:25,OPEN,Routine,Web
402280,300454,6,2025-11-05 18:01:40,COMPLETED,Routine,Phone
402281,301672,6,2025-11-05 19:55:48,COMPLETED,Priority,Web
402282,300703,7,2025-11-05 21:35:12,COMPLETED,Routine,Phone
402283,300806,8,2025-11-05 23:17:25,COMPLETED,Routine,Mobile
402284,300052,7,2025-11-06 01:00:50,COMPLETED,Routine,Phone
402285,300733,3,2025-11-06 01:31:08,COMPLETED,Routine,Phone
402286,300595,1,2025-11-06 13:31:58,CANCELLED,Emergency,Mobile
402287,300681,1,2025-11-06 15:25:18,COMPLETED,Priority,Phone
402288,300198,1,2025-11-06 22:46:39,COMPLETED,Routine,Web
402289,301500,11,2025-11-07 03:22:27,COMPLETED,Routine,Phone
402290,300666,8,2025-11-07 05:52:09,COMPLETED,Priority,Phone
402291,300030,9,2025-11-07 08:42:35,COMPLETED,Routine,Phone
402292,301706,10,2025-11-07 13:50:54,COMPLETED,Routine,Technician
402293,301422,12,2025-11-07 14:59:19,COMPLETED,Routine,Technician
402294,300038,6,2025-11-07 19:36:32,COMPLETED,Priority,Mobile
402295,301757,7,2025-11-08 02:07:42,CANCELLED,Routine,Mobile
402296,300255,3,2025-11-08 03:26:09,COMPLETED,Routine,Technician
402297,301608,10,2025-11-08 04:12:52,COMPLETED,Routine,Phone
402298,300925,12,2025-11-08 05:25:26,COMPLETED,Emergency,Phone
402299,301634,2,2025-11-08 06:24:14,OPEN,Routine,Technician
402300,300476,8,2025-11-08 17:46:39,COMPLETED,Routine,Web
402301,300811,6,2025-11-08 19:19:41,COMPLETED,Routine,Phone
402302,300512,5,2025-11-08 22:13:37,COMPLETED,Priority,Phone
402303,301498,1,2025-11-08 23:34:14,OPEN,Routine,Phone
402304,301048,11,2025-11-08 23:59:53,COMPLETED,Priority,Phone
402305,301348,4,2025-11-09 03:08:07,OPEN,Routine,Mobile
402306,300528,8,2025-11-09 03:31:27,COMPLETED,Routine,Technician
402307,300336,9,2025-11-09 04:20:20,OPEN,Routine,Web
402308,300772,8,2025-11-09 07:47:16,COMPLETED,Routine,Phone
402309,300828,7,2025-11-09 08:04:19,COMPLETED,Emergency,Web
402310,300766,8,2025-11-09 09:04:53,COMPLETED,Priority,Web
402311,300954,8,2025-11-09 09:47:31,COMPLETED,Routine,Web
402312,301084,9,2025-11-09 17:01:41,OPEN,Routine,Web
402313,301014,10,2025-11-09 17:48:30,COMPLETED,Routine,Mobile
402314,301322,4,2025-11-09 18:14:17,COMPLETED,Routine,Phone
402315,300052,9,2025-11-09 19:24:42,COMPLETED,Priority,Web
402316,300519,6,2025-11-09 22:43:45,COMPLETED,Routine,Web
402317,301736,1,2025-11-10 12:19:33,COMPLETED,Routine,Web
402318,300101,2,2025-11-10 19:43:03,COMPLETED,Routine,Phone
402319,300712,9,2025-11-10 20:11:32,COMPLETED,Routine,Phone
402320,301174,9,2025-11-11 00:16:39,COMPLETED,Routine,Web
402321,301560,7,2025-11-11 06:21:20,COMPLETED,Routine,Web
402322,300778,4,2025-11-11 13:43:02,OPEN,Routine,Phone
402323,301632,10,2025-11-11 14:00:36,CANCELLED,Priority,Phone
402324,301396,5,2025-11-11 14:16:13,COMPLETED,Routine,Mobile
402325,300229,10,2025-11-11 18:54:33,COMPLETED,Routine,Phone
402326,300725,2,2025-11-11 23:47:12,COMPLETED,Routine,Web
402327,301185,3,2025-11-12 03:06:50,COMPLETED,Routine,Web
402328,300656,3,2025-11-12 14:55:18,COMPLETED,Routine,Web
402329,301198,4,2025-11-12 15:49:19,COMPLETED,Priority,Web
402330,300247,3,2025-11-12 16:04:07,COMPLETED,Routine,Web
402331,301164,12,2025-11-12 17:02:46,COMPLETED,Routine,Phone
402332,301168,4,2025-11-12 19:08:26,COMPLETED,Routine,Web
402333,301714,5,2025-11-12 19:32:29,COMPLETED,Routine,Web
402334,300031,6,2025-11-12 21:21:31,OPEN,Routine,Technician
402335,300162,10,2025-11-13 02:03:59,COMPLETED,Routine,Phone
402336,301366,1,2025-11-13 12:38:17,COMPLETED,Routine,Phone
402337,300207,5,2025-11-13 18:09:57,OPEN,Routine,Mobile
402338,300891,12,2025-11-13 20:03:04,COMPLETED,Routine,Phone
402339,301445,11,2025-11-13 20:39:36,COMPLETED,Routine,Phone
402340,301496,4,2025-11-14 08:33:28,COMPLETED,Routine,Phone
402341,301653,3,2025-11-14 08:41:38,COMPLETED,Routine,Web
402342,300052,9,2025-11-14 10:37:02,OPEN,Routine,Phone
402343,300186,1,2025-11-14 16:33:24,COMPLETED,Routine,Phone
402344,300818,12,2025-11-14 19:49:19,COMPLETED,Routine,Phone
402345,300684,9,2025-11-15 00:34:09,COMPLETED,Routine,Web
402346,300446,1,2025-11-15 00:39:50,COMPLETED,Priority,Mobile
402347,301644,2,2025-11-15 02:03:14,COMPLETED,Priority,Phone
402348,301367,9,2025-11-15 05:36:09,COMPLETED,Routine,Web
402349,301663,5,2025-11-15 09:05:57,CANCELLED,Routine,Mobile
402350,301688,1,2025-11-15 10:50:55,COMPLETED,Routine,Phone
402351,300332,9,2025-11-15 11:42:36,COMPLETED,Routine,Mobile
402352,300761,10,2025-11-15 19:18:05,COMPLETED,Priority,Phone
402353,301118,4,2025-11-16 03:42:58,OPEN,Routine,Mobile
402354,300561,8,2025-11-16 05:29:30,COMPLETED,Routine,Mobile
402355,300201,2,2025-11-16 06:44:13,COMPLETED,Priority,Phone
402356,300556,12,2025-11-16 09:34:58,COMPLETED,Priority,Mobile
402357,300108,1,2025-11-16 15:44:53,COMPLETED,Routine,Mobile
402358,300200,6,2025-11-16 16:57:13,COMPLETED,Routine,Web
402359,301481,2,2025-11-16 20:38:21,CANCELLED,Routine,Web
402360,300148,1,2025-11-17 02:44:46,COMPLETED,Priority,Phone
402361,300632,9,2025-11-17 07:57:22,COMPLETED,Routine,Mobile
402362,300936,4,2025-11-17 17:08:59,COMPLETED,Routine,Technician
402363,301774,1,2025-11-17 17:19:45,COMPLETED,Routine,Mobile
402364,300104,6,2025-11-17 17:38:23,COMPLETED,Routine,Mobile
402365,300357,3,2025-11-17 21:40:34,COMPLETED,Routine,Technician
402366,301796,11,2025-11-18 07:50:50,OPEN,Routine,Web
402367,301036,10,2025-11-18 09:09:38,COMPLETED,Routine,Web
402368,300326,4,2025-11-18 09:23:03,COMPLETED,Routine,Web
402369,301260,4,2025-11-18 10:39:21,OPEN,Routine,Technician
402370,301073,7,2025-11-18 19:01:45,COMPLETED,Routine,Web
402371,300228,8,2025-11-19 01:43:33,CANCELLED,Priority,Web
402372,301487,9,2025-11-19 03:56:54,COMPLETED,Emergency,Web
402373,300572,4,2025-11-19 04:17:49,OPEN,Routine,Technician
402374,300881,1,2025-11-19 05:39:56,COMPLETED,Routine,Mobile
402375,300726,12,2025-11-19 06:33:19,COMPLETED,Routine,Web
402376,300855,3,2025-11-19 08:10:09,COMPLETED,Routine,Phone
402377,301639,7,2025-11-19 11:13:59,COMPLETED,Routine,Web
402378,301080,6,2025-11-19 15:24:54,COMPLETED,Routine,Technician
402379,300634,4,2025-11-19 16:03:27,COMPLETED,Routine,Phone
402380,300782,5,2025-11-20 00:21:16,OPEN,Routine,Web
402381,300578,8,2025-11-20 01:15:56,CANCELLED,Routine,Phone
402382,301327,7,2025-11-20 07:42:16,COMPLETED,Priority,Mobile
402383,301782,7,2025-11-20 21:54:07,COMPLETED,Routine,Mobile
402384,301227,10,2025-11-21 00:36:52,COMPLETED,Routine,Phone
402385,301147,11,2025-11-21 00:51:45,COMPLETED,Routine,Web
402386,300494,4,2025-11-21 04:34:37,COMPLETED,Routine,Web
402387,300369,7,2025-11-21 07:44:33,COMPLETED,Priority,Phone
402388,300399,2,2025-11-21 10:15:29,COMPLETED,Priority,Web
402389,301481,7,2025-11-21 20:21:15,COMPLETED,Routine,Web
402390,300028,12,2025-11-21 21:09:41,COMPLETED,Routine,Phone
402391,301463,8,2025-11-21 22:21:49,COMPLETED,Priority,Mobile
402392,300943,2,2025-11-21 23:01:12,COMPLETED,Routine,Mobile
402393,300788,11,2025-11-22 00:46:28,COMPLETED,Routine,Phone
402394,301386,12,2025-11-22 09:54:57,COMPLETED,Routine,Phone
402395,301467,8,2025-11-22 10:13:21,COMPLETED,Routine,Phone
402396,300975,7,2025-11-22 10:31:04,COMPLETED,Routine,Technician
402397,300348,1,2025-11-22 13:06:47,COMPLETED,Routine,Mobile
402398,301219,11,2025-11-22 14:09:08,COMPLETED,Routine,Phone
402399,300668,8,2025-11-22 14:40:33,COMPLETED,Priority,Web
402400,301642,9,2025-11-22 15:55:37,COMPLETED,Routine,Mobile
402401,301284,9,2025-11-22 23:32:40,COMPLETED,Routine,Phone
402402,300037,7,2025-11-23 00:26:27,COMPLETED,Routine,Phone
402403,301543,8,2025-11-23 06:43:17,CANCELLED,Routine,Phone
402404,300428,4,2025-11-23 08:18:43,COMPLETED,Priority,Web
402405,301678,5,2025-11-23 08:35:32,COMPLETED,Priority,Phone
402406,300364,6,2025-11-23 10:04:13,OPEN,Routine,Web
402407,301549,8,2025-11-23 15:21:44,COMPLETED,Routine,Web
402408,300459,12,2025-11-23 16:59:40,COMPLETED,Priority,Mobile
402409,301041,4,2025-11-24 03:06:07,COMPLETED,Priority,Web
402410,300640,9,2025-11-24 03:12:55,COMPLETED,Routine,Phone
402411,300560,2,2025-11-24 07:52:25,COMPLETED,Priority,Technician
402412,301721,1,2025-11-24 08:10:55,COMPLETED,Routine,Phone
402413,301597,4,2025-11-24 10:49:51,COMPLETED,Routine,Phone
402414,301315,6,2025-11-24 15:54:17,COMPLETED,Priority,Phone
402415,300784,8,2025-11-25 02:31:49,COMPLETED,Routine,Phone
402416,300530,3,2025-11-25 03:03:15,COMPLETED,Emergency,Phone
402417,301309,1,2025-11-25 08:33:09,COMPLETED,Priority,Phone
402418,300531,12,2025-11-25 09:43:06,COMPLETED,Routine,Mobile
402419,300351,4,2025-11-25 09:51:14,COMPLETED,Routine,Phone
402420,301307,5,2025-11-25 11:02:26,COMPLETED,Routine,Phone
402421,301229,7,2025-11-25 17:09:38,COMPLETED,Routine,Web
402422,301035,1,2025-11-26 03:50:56,COMPLETED,Routine,Phone
402423,301133,5,2025-11-26 08:36:19,COMPLETED,Routine,Web
402424,301702,12,2025-11-26 08:54:55,COMPLETED,Routine,Phone
402425,301116,11,2025-11-26 12:01:46,COMPLETED,Routine,Phone
402426,300152,1,2025-11-26 13:32:35,COMPLETED,Routine,Phone
402427,301262,2,2025-11-26 14:28:41,COMPLETED,Routine,Web
402428,300494,6,2025-11-27 01:46:56,COMPLETED,Routine,Technician
402429,301297,12,2025-11-27 09:33:27,COMPLETED,Routine,Phone
402430,300905,3,2025-11-27 12:30:51,COMPLETED,Routine,Mobile
402431,301314,3,2025-11-27 13:03:24,COMPLETED,Routine,Phone
402432,300080,2,2025-11-27 14:46:42,COMPLETED,Priority,Web
402433,300179,12,2025-11-27 18:28:12,COMPLETED,Priority,Web
402434,301307,3,2025-11-27 21:59:06,CANCELLED,Priority,Web
402435,300240,8,2025-11-28 05:42:18,COMPLETED,Emergency,Web
402436,300014,6,2025-11-28 08:08:53,COMPLETED,Routine,Mobile
402437,300861,8,2025-11-28 14:50:58,OPEN,Routine,Phone
402438,301135,10,2025-11-28 15:47:38,COMPLETED,Priority,Mobile
402439,301387,11,2025-11-28 16:43:01,COMPLETED,Emergency,Phone
402440,301102,1,2025-11-28 21:06:41,COMPLETED,Routine,Phone
402441,301769,10,2025-11-29 02:14:46,COMPLETED,Routine,Phone
402442,300486,9,2025-11-29 02:18:59,COMPLETED,Routine,Phone
402443,300609,10,2025-11-29 06:22:56,COMPLETED,Routine,Web
402444,301588,7,2025-11-29 06:57:06,OPEN,Routine,Web
402445,300921,6,2025-11-29 15:32:36,OPEN,Priority,Phone
402446,301463,11,2025-11-30 04:58:57,COMPLETED,Routine,Phone
402447,301432,1,2025-11-30 08:33:34,COMPLETED,Priority,Phone
402448,301393,1,2025-11-30 09:30:35,COMPLETED,Routine,Technician
402449,301616,6,2025-11-30 11:01:49,COMPLETED,Routine,Phone
402450,300940,8,2025-11-30 11:14:58,COMPLETED,Routine,Web
402451,301772,3,2025-11-30 13:36:10,COMPLETED,Routine,Phone
402452,301684,11,2025-11-30 15:30:02,COMPLETED,Emergency,Phone
402453,300928,8,2025-11-30 15:31:45,OPEN,Routine,Mobile
402454,300144,4,2025-11-30 17:57:20,COMPLETED,Priority,Phone
402455,301600,12,2025-11-30 20:00:31,CANCELLED,Routine,Web
402456,300698,10,2025-11-30 21:13:52,COMPLETED,Routine,Technician
402457,300636,6,2025-12-01 01:15:55,COMPLETED,Routine,Phone
402458,301194,12,2025-12-01 03:16:22,COMPLETED,Routine,Technician
402459,301011,4,2025-12-01 06:32:37,CANCELLED,Routine,Phone
402460,301751,1,2025-12-01 06:56:17,COMPLETED,Routine,Phone
402461,300970,5,2025-12-01 09:00:09,COMPLETED,Routine,Phone
402462,301510,5,2025-12-01 09:31:30,COMPLETED,Routine,Phone
402463,300027,11,2025-12-01 13:03:29,COMPLETED,Routine,Phone
402464,300983,9,2025-12-01 20:51:51,COMPLETED,Routine,Phone
402465,301340,2,2025-12-01 22:42:34,COMPLETED,Routine,Mobile
402466,301746,4,2025-12-01 23:28:01,COMPLETED,Routine,Web
402467,301005,6,2025-12-02 01:49:09,COMPLETED,Priority,Phone
402468,300224,10,2025-12-02 07:09:52,COMPLETED,Priority,Phone
402469,301564,12,2025-12-02 13:52:50,COMPLETED,Routine,Phone
402470,300444,6,2025-12-03 09:00:26,COMPLETED,Routine,Phone
402471,300088,12,2025-12-03 09:24:21,COMPLETED,Routine,Mobile
402472,301129,6,2025-12-03 10:57:10,CANCELLED,Priority,Web
402473,301430,8,2025-12-03 18:45:21,COMPLETED,Emergency,Phone
402474,300639,5,2025-12-03 23:22:57,COMPLETED,Routine,Mobile
402475,300644,12,2025-12-03 23:59:51,CANCELLED,Routine,Phone
402476,300355,11,2025-12-04 00:22:41,COMPLETED,Routine,Phone
402477,301120,5,2025-12-04 04:20:02,COMPLETED,Routine,Web
402478,301433,2,2025-12-04 12:33:05,OPEN,Priority,Phone
402479,300565,9,2025-12-04 12:35:04,COMPLETED,Routine,Mobile
402480,300272,8,2025-12-04 17:40:26,COMPLETED,Routine,Mobile
402481,300252,11,2025-12-04 18:48:28,COMPLETED,Priority,Phone
402482,301344,5,2025-12-04 20:45:52,COMPLETED,Routine,Mobile
402483,301337,2,2025-12-05 07:04:51,COMPLETED,Routine,Web
402484,301583,7,2025-12-05 07:27:28,COMPLETED,Routine,Mobile
402485,300613,12,2025-12-05 09:52:13,COMPLETED,Routine,Phone
402486,300619,1,2025-12-05 10:26:37,COMPLETED,Routine,Phone
402487,300605,12,2025-12-05 12:49:22,COMPLETED,Routine,Phone
402488,301180,6,2025-12-05 14:22:04,COMPLETED,Routine,Technician
402489,301358,8,2025-12-06 01:41:35,COMPLETED,Priority,Mobile
402490,301734,6,2025-12-06 02:28:05,COMPLETED,Priority,Technician
402491,301058,2,2025-12-06 07:56:48,COMPLETED,Routine,Web
402492,300908,6,2025-12-06 12:08:55,COMPLETED,Emergency,Phone
402493,301543,1,2025-12-06 13:41:27,COMPLETED,Priority,Web
402494,301169,3,2025-12-06 17:38:25,COMPLETED,Routine,Phone
402495,301546,5,2025-12-06 19:16:56,COMPLETED,Routine,Mobile
402496,301330,11,2025-12-06 21:26:03,COMPLETED,Routine,Web
402497,301304,4,2025-12-07 02:52:56,CANCELLED,Routine,Phone
402498,301793,2,2025-12-07 10:06:38,COMPLETED,Routine,Web
402499,301090,3,2025-12-07 10:46:38,COMPLETED,Routine,Web
402500,300444,12,2025-12-07 18:18:42,COMPLETED,Routine,Web
402501,301575,5,2025-12-07 20:46:23,COMPLETED,Routine,Phone
402502,300675,4,2025-12-07 21:25:23,OPEN,Routine,Phone
402503,301765,8,2025-12-07 22:11:00,COMPLETED,Routine,Mobile
402504,301477,6,2025-12-07 22:14:54,COMPLETED,Routine,Phone
402505,300378,8,2025-12-08 00:05:22,COMPLETED,Routine,Phone
