payment_id,invoice_id,payment_date,payment_amount
801592,601778,2025-12-12,1146.73
801593,601779,2025-11-08,857.24
801594,601780,2025-10-28,720.95
801595,601781,2025-12-13,1500.88
801596,601782,2025-11-29,1247.14
801597,601783,2025-11-13,1039.91
801598,601784,2025-11-19,850.1
801599,601785,2025-11-21,818.65
801600,601786,2025-11-06,1314.56
801601,601787,2025-11-15,1258.88
801602,601789,2025-11-26,835.0
801603,601791,2025-12-05,907.14
801604,601792,2025-10-28,1614.78
801605,601793,2025-11-09,472.86
801606,601794,2025-11-11,806.04
801607,601795,2025-12-07,1289.97
801608,601796,2025-10-29,1303.08
801609,601798,2025-10-30,833.88
801610,601799,2025-12-03,1249.96
801611,601801,2025-12-14,1721.36
801612,601802,2025-11-26,1046.76
801613,601803,2025-11-01,900.78
801614,601804,2025-11-13,1523.03
801615,601806,2025-12-08,1265.52
801616,601807,2025-11-30,1717.62
801617,601809,2025-12-13,1615.18
801618,601810,2025-12-16,1372.43
801619,601811,2025-12-13,254.87
801620,601812,2025-11-27,1457.55
801621,601813,2025-11-22,1312.51
801622,601814,2025-11-12,1047.24
801623,601815,2025-12-03,1097.14
801624,601817,2025-11-03,1131.96
801625,601818,2025-12-06,1294.59
801626,601819,2025-11-30,1083.1
801627,601820,2025-11-09,779.36
801628,601821,2025-11-09,1368.02
801629,601822,2025-12-10,1217.11
801630,601823,2025-11-18,1808.47
801631,601825,2025-11-26,1767.76
801632,601826,2025-11-23,1002.55
801633,601827,2025-11-18,1222.2
801634,601828,2025-11-05,632.27
801635,601829,2025-12-05,1071.44
801636,601830,2025-12-05,1514.62
801637,601831,2025-11-14,706.72
801638,601832,2025-11-13,1218.41
801639,601833,2025-12-09,929.87
801640,601834,2025-11-28,1407.48
801641,601835,2025-11-07,1836.17
801642,601836,2025-11-07,1500.95
801643,601837,2025-12-16,1050.94
801644,601838,2025-11-05,1459.04
801645,601839,2025-11-30,1409.34
801646,601840,2025-11-15,301.38
801647,601841,2025-11-05,615.26
801648,601842,2025-11-13,1457.9
801649,601843,2025-11-24,1141.79
801650,601844,2025-11-10,830.74
801651,601845,2025-11-26,674.76
801652,601846,2025-11-23,1380.8
801653,601847,2025-12-09,1248.99
801654,601848,2025-11-30,1089.17
801655,601849,2025-12-03,816.57
801656,601850,2025-12-05,1569.53
801657,601851,2025-11-28,1921.1
801658,601852,2025-12-03,733.71
801659,601853,2025-11-14,910.27
801660,601854,2025-12-14,796.81
801661,601855,2025-12-05,1062.31
801662,601856,2025-11-11,1323.34
801663,601857,2025-11-19,1439.46
801664,601858,2025-12-07,1163.62
801665,601861,2025-11-27,459.18
801666,601862,2025-12-03,699.29
801667,601863,2025-12-02,900.29
801668,601864,2025-11-14,741.83
801669,601865,2025-11-18,1117.61
801670,601866,2025-11-26,870.59
801671,601867,2025-12-14,1354.39
801672,601868,2025-12-01,991.88
801673,601869,2025-11-25,1217.13
801674,601870,2025-11-29,1678.79
801675,601871,2025-11-16,1138.37
801676,601872,2025-12-05,1844.67
801677,601873,2025-12-16,1326.87
801678,601874,2025-12-13,231.88
801679,601875,2025-11-13,554.75
801680,601876,2025-11-20,531.07
801681,601878,2025-12-19,1623.07
801682,601879,2025-11-19,1076.16
801683,601880,2025-11-30,847.75
801684,601881,2025-12-20,343.02
801685,601882,2025-11-17,1773.06
801686,601884,2025-12-04,1172.17
801687,601885,2025-11-11,1232.45
801688,601886,2025-12-08,1016.58
801689,601887,2025-11-16,1668.27
801690,601888,2025-11-16,936.44
801691,601890,2025-12-17,885.85
801692,601891,2025-12-30,1466.0
801693,601892,2025-12-18,1903.12
801694,601893,2025-12-12,1445.43
801695,601894,2025-11-12,1091.84
801696,601895,2025-11-17,1893.98
801697,601896,2025-11-25,1359.44
801698,601897,2025-12-27,1102.62
801699,601898,2025-12-10,1676.45
801700,601899,2025-12-12,165.93
801701,601900,2025-12-24,272.83
801702,601901,2025-11-28,605.34
801703,601902,2025-11-17,1104.52
801704,601903,2025-12-02,513.98
801705,601904,2025-11-29,1451.24
801706,601905,2025-12-08,1739.26
801707,601906,2025-12-13,1655.05
801708,601907,2025-12-27,523.79
801709,601908,2025-11-19,1872.41
801710,601909,2025-11-17,830.3
801711,601910,2025-12-04,1306.71
801712,601911,2025-11-17,1001.36
801713,601912,2025-12-09,1070.32
801714,601913,2025-12-24,993.34
801715,601914,2025-12-16,463.52
801716,601915,2025-12-14,522.08
801717,601916,2025-12-08,604.19
801718,601917,2025-12-22,726.5
801719,601919,2025-12-11,983.91
801720,601920,2025-12-22,285.91
801721,601922,2025-12-14,1111.56
801722,601923,2025-12-06,645.8
801723,601924,2025-12-12,1952.58
801724,601925,2025-12-29,1079.47
801725,601926,2025-12-19,1150.97
801726,601927,2025-12-03,1119.54
801727,601928,2025-11-23,1310.7
801728,601929,2025-11-25,1055.21
801729,601930,2025-11-20,625.48
801730,601932,2025-12-20,1314.35
801731,601933,2025-12-17,1239.21
801732,601934,2025-12-26,1142.41
801733,601935,2025-11-23,1914.75
801734,601937,2026-01-03,753.49
801735,601938,2025-11-24,1755.3
801736,601939,2025-12-16,1240.63
801737,601940,2025-11-20,992.09
801738,601941,2025-12-11,952.23
801739,601942,2025-12-24,1348.44
801740,601943,2025-12-08,673.05
801741,601945,2025-12-05,1057.21
801742,601946,2025-12-11,1539.43
801743,601947,2025-12-13,965.42
801744,601948,2025-11-28,966.19
801745,601949,2025-12-21,1530.11
801746,601950,2026-01-02,1377.55
801747,601951,2025-12-02,982.22
801748,601952,2025-12-10,1174.75
801749,601953,2025-12-21,842.95
801750,601954,2026-01-05,897.73
801751,601955,2026-01-11,1668.15
801752,601956,2026-01-01,1457.13
801753,601958,2026-01-10,980.11
801754,601959,2026-01-03,1438.7
801755,601960,2025-12-13,595.63
801756,601962,2025-12-29,1309.75
801757,601963,2025-12-13,1776.82
801758,601964,2025-11-21,1274.27
801759,601965,2025-11-21,1489.93
801760,601966,2025-12-19,1152.34
801761,601967,2026-01-10,1047.4
801762,601968,2025-12-31,940.94
801763,601969,2025-12-02,1073.3
801764,601971,2025-12-25,1192.93
801765,601972,2025-12-24,1805.89
801766,601973,2025-12-12,1033.33
801767,601974,2025-11-29,485.9
801768,601975,2025-12-29,1077.15
801769,601976,2026-01-08,1004.03
801770,601977,2026-01-01,928.57
801771,601979,2025-12-24,1075.74
801772,601980,2026-01-09,956.05
801773,601981,2025-12-09,691.2
801774,601982,2025-12-10,1502.31
801775,601984,2025-11-25,1295.1
801776,601985,2025-12-25,1496.94
801777,601986,2025-12-09,819.6
801778,601987,2025-11-25,843.51
801779,601988,2025-11-23,434.84
801780,601990,2025-12-05,634.28
801781,601991,2025-11-30,1013.3
801782,601992,2025-12-13,1302.94
801783,601993,2025-12-08,662.91
801784,601994,2026-01-03,938.14
801785,601996,2025-12-27,946.37
801786,601997,2026-01-08,987.5
801787,601998,2026-01-05,465.99
801788,601999,2025-12-10,686.84
801789,602000,2025-11-30,1731.57
801790,602001,2025-12-16,128.11
801791,602002,2026-01-05,1476.81
801792,602003,2025-12-06,1660.07
801793,602004,2025-12-29,1718.54
801794,602005,2025-12-16,999.8
801795,602006,2026-01-02,1143.76
801796,602007,2025-12-07,1423.76
801797,602008,2025-12-04,928.86
801798,602009,2025-12-06,554.18
801799,602010,2025-12-04,1397.58
801800,602011,2025-12-01,1083.36
801801,602013,2025-12-31,858.1
801802,602014,2026-01-12,1191.07
801803,602015,2026-01-04,1280.79
801804,602016,2025-12-29,1604.09
801805,602017,2026-01-16,1788.99
801806,602018,2025-12-04,1609.6
801807,602019,2025-12-10,1876.55
801808,602020,2025-12-31,987.93
801809,602021,2025-12-17,1614.57
801810,602022,2025-12-26,1023.73
801811,602023,2025-12-23,1114.18
801812,602024,2026-01-01,1232.46
801813,602025,2025-12-31,1053.45
801814,602026,2025-12-22,1453.48
801815,602027,2025-12-15,911.66
801816,602028,2026-01-12,940.35
801817,602029,2026-01-19,1071.88
801818,602030,2025-12-29,1168.7
801819,602031,2026-01-09,1780.47
801820,602032,2025-12-30,1410.5
801821,602033,2025-12-21,840.91
801822,602034,2025-12-18,679.06
801823,602035,2025-12-14,746.56
801824,602036,2025-12-25,1211.22
801825,602037,2025-12-11,1406.04
801826,602038,2025-12-15,727.96
801827,602039,2025-12-20,1783.46
801828,602040,2026-01-14,1560.08
801829,602041,2026-01-08,630.48
801830,602042,2025-12-11,870.7
801831,602043,2026-01-17,1127.57
801832,602044,2025-12-16,1089.11
801833,602045,2025-12-25,927.05
801834,602046,2026-01-15,1846.41
801835,602047,2026-01-26,1178.24
801836,602049,2025-12-30,797.31
801837,602050,2026-01-15,1335.65
801838,602052,2026-01-14,1368.3
801839,602053,2025-12-23,1126.26
801840,602054,2025-12-08,888.26
801841,602055,2026-01-13,1156.73
801842,602056,2025-12-29,1831.12
801843,602057,2025-12-10,1758.28
801844,602058,2025-12-29,412.11
801845,602059,2026-01-19,1386.79
801846,602060,2025-12-25,487.39
801847,602061,2025-12-17,1114.92
801848,602062,2025-12-24,463.36
801849,602063,2025-12-30,708.12
801850,602064,2026-01-13,1434.55
801851,602065,2025-12-30,1716.0
801852,602066,2026-01-28,1504.65
801853,602067,2026-01-19,1474.27
801854,602068,2026-01-07,1174.78
801855,602069,2026-01-12,814.53
801856,602071,2026-01-15,577.48
801857,602072,2025-12-20,819.31
801858,602073,2025-12-17,1099.45
801859,602076,2026-01-20,783.84
801860,602077,2025-12-25,933.0
801861,602078,2026-01-01,847.75
801862,602079,2026-01-20,1477.08
801863,602080,2025-12-21,1031.67
801864,602081,2025-12-15,1548.43
801865,602082,2026-01-17,619.88
801866,602084,2025-12-14,1696.48
801867,602085,2026-01-05,1121.63
801868,602086,2025-12-18,1041.12
801869,602088,2026-01-05,1098.83
801870,602089,2026-01-30,1603.76
801871,602090,2026-01-17,301.69
801872,602091,2026-01-02,1088.02
801873,602092,2026-01-21,1081.63
801874,602093,2026-01-11,1226.68
801875,602094,2026-02-03,890.82
801876,602095,2026-01-07,844.42
801877,602096,2025-12-25,930.72
801878,602097,2026-01-12,1702.17
801879,602098,2026-01-09,405.23
801880,602099,2025-12-22,646.95
801881,602100,2026-01-27,1081.88
801882,602102,2026-01-08,1335.37
801883,602103,2025-12-15,938.1
801884,602104,2026-01-11,1830.1
801885,602105,2025-12-28,814.89
801886,602106,2025-12-29,859.57
801887,602107,2025-12-31,1837.28
801888,602108,2026-01-19,1190.64
801889,602109,2025-12-25,969.06
801890,602110,2026-01-19,873.99
801891,602112,2026-01-03,684.87
801892,602113,2026-01-08,1844.46
801893,602114,2025-12-30,827.69
801894,602115,2026-01-24,801.48
801895,602116,2026-01-07,951.11
801896,602117,2025-12-22,1376.43
801897,602118,2026-02-05,977.97
801898,602119,2026-01-27,840.46
801899,602120,2026-01-16,678.54
801900,602121,2026-01-12,1325.23
801901,602122,2026-01-10,478.18
801902,602123,2026-02-01,1492.91
801903,602124,2026-01-07,1118.27
801904,602125,2026-01-28,873.45
801905,602126,2026-02-04,1262.58
801906,602127,2025-12-25,1284.22
801907,602128,2026-01-24,576.42
801908,602130,2026-01-18,1891.19
801909,602131,2026-01-01,1806.47
801910,602132,2026-01-30,1102.98
801911,602133,2025-12-21,924.22
801912,602134,2026-02-04,905.88
801913,602135,2026-02-01,1812.18
801914,602136,2026-02-04,1433.16
801915,602137,2026-01-10,1505.44
801916,602138,2026-01-14,934.69
801917,602139,2025-12-31,832.9
801918,602140,2026-01-10,827.85
801919,602141,2026-01-15,1759.4
801920,602142,2026-01-09,1118.7
801921,602143,2026-01-19,450.84
801922,602144,2026-01-26,1199.23
801923,602145,2026-01-10,983.56
801924,602146,2026-02-01,735.14
801925,602148,2025-12-30,1057.62
801926,602149,2026-01-05,1140.92
801927,602150,2026-01-26,1400.81
801928,602151,2026-02-02,1349.08
801929,602153,2026-01-07,1383.07
801930,602155,2026-01-18,1674.45
801931,602156,2026-01-18,1030.68
801932,602157,2026-02-09,1268.9
801933,602158,2026-01-22,1319.14
801934,602160,2026-01-02,789.12
801935,602161,2026-01-02,315.7
801936,602162,2026-02-01,880.09
801937,602163,2025-12-25,1376.27
801938,602164,2026-01-09,1685.94
801939,602165,2026-01-30,986.62
801940,602166,2026-01-03,944.14
801941,602167,2026-01-06,237.38
801942,602169,2026-02-03,1543.46
801943,602171,2026-02-02,941.96
801944,602172,2026-01-08,1193.24
801945,602173,2026-01-13,1361.11
801946,602174,2026-01-25,1229.84
801947,602175,2026-01-24,706.78
801948,602176,2026-01-07,1290.3
801949,602177,2026-01-20,1333.94
801950,602178,2026-01-01,411.46
801951,602179,2026-01-26,1390.28
801952,602180,2026-01-19,1628.0
801953,602181,2026-02-06,1084.17
801954,602182,2026-01-17,1114.7
801955,602183,2026-01-27,691.21
801956,602184,2026-01-17,946.6
801957,602185,2026-01-06,656.54
801958,602186,2025-12-27,479.8
801959,602187,2026-01-04,264.36
801960,602188,2026-01-18,1441.94
801961,602189,2025-12-31,540.35
801962,602190,2026-01-12,605.56
801963,602191,2026-01-10,1400.03
801964,602192,2026-01-10,1337.04
801965,602194,2026-01-23,1795.39
801966,602195,2026-01-18,1339.83
801967,602196,2026-02-04,1068.18
801968,602197,2026-01-19,887.04
801969,602198,2026-01-07,1807.83
801970,602199,2026-01-27,1374.45
801971,602200,2026-02-04,1102.16
801972,602201,2026-01-29,724.55
801973,602202,2026-01-18,1253.95
801974,602203,2026-02-09,1414.16
801975,602204,2026-02-05,1138.7
801976,602206,2026-01-28,1024.4
801977,602208,2026-01-05,1296.3
801978,602209,2026-02-10,1007.43
801979,602211,2026-02-13,943.19
801980,602212,2026-02-06,673.98
801981,602213,2026-01-05,1166.7
801982,602214,2026-01-13,1201.02
801983,602215,2026-01-14,726.07
801984,602216,2026-02-07,951.11
801985,602218,2026-01-26,1423.27
801986,602219,2026-01-17,1162.7
801987,602220,2026-01-19,1152.68
801988,602221,2026-01-25,1044.35
801989,602222,2026-01-13,908.0
801990,602224,2026-02-20,997.52
801991,602225,2026-01-29,698.13
801992,602226,2026-01-27,541.54
801993,602227,2026-02-06,795.19
801994,602228,2026-01-16,1701.67
801995,602229,2026-01-29,739.28
801996,602230,2026-01-09,536.66
801997,602231,2026-01-04,1366.3
801998,602232,2026-01-24,541.81
801999,602233,2026-02-16,1497.5
802000,602234,2026-02-03,1037.39
802001,602235,2026-01-26,1329.64
802002,602236,2026-02-16,1717.56
802003,602237,2026-02-07,565.13
802004,602238,2026-02-12,1032.89
802005,602239,2026-02-13,1301.88
802006,602240,2026-02-14,1442.61
802007,602241,2026-01-11,1036.77
802008,602242,2026-01-24,739.23
802009,602243,2026-02-12,1133.63
802010,602244,2026-01-25,1021.74
802011,602245,2026-01-12,817.08
802012,602246,2026-02-10,1494.11
802013,602247,2026-02-03,1308.52
802014,602248,2026-02-21,857.63
802015,602249,2026-01-07,1002.5
802016,602250,2026-01-05,459.73
802017,602252,2026-01-12,1707.1
802018,602253,2026-02-20,1410.87
802019,602254,2026-01-18,744.47
802020,602255,2026-01-23,1806.43
802021,602256,2026-02-13,565.72
802022,602257,2026-02-11,1497.17
802023,602258,2026-01-17,633.0
802024,602259,2026-02-20,1039.87
802025,602261,2026-01-30,794.52
802026,602262,2026-02-15,1903.58
802027,602263,2026-02-20,1430.47
802028,602264,2026-01-22,526.53
802029,602265,2026-02-17,1619.35
802030,602266,2026-02-12,595.07
802031,602267,2026-01-17,1570.22
802032,602268,2026-02-01,1151.37
802033,602269,2026-01-28,1398.4
802034,602270,2026-02-26,978.98
802035,602271,2026-01-10,870.72
802036,602272,2026-01-16,1294.17
802037,602273,2026-02-08,1417.66
802038,602274,2026-02-11,1352.02
802039,602275,2026-02-01,1648.07
802040,602276,2026-02-22,1312.26
802041,602277,2026-01-31,1109.37
802042,602279,2026-02-12,868.56
802043,602280,2026-01-24,171.66
802044,602281,2026-02-19,593.51
802045,602282,2026-02-25,943.51
802046,602283,2026-01-26,1441.31
802047,602285,2026-02-04,1583.83
802048,602286,2026-01-16,1315.46
802049,602287,2026-01-23,468.24
802050,602288,2026-01-30,964.41
802051,602289,2026-02-14,1248.71
802052,602290,2026-01-09,1215.47
802053,602291,2026-02-18,865.96
802054,602292,2026-01-26,1421.25
802055,602293,2026-02-08,1420.24
802056,602294,2026-02-05,1497.44
802057,602296,2026-02-14,761.02
802058,602297,2026-02-06,1611.6
802059,602298,2026-01-29,1924.04
802060,602299,2026-02-24,203.84
802061,602300,2026-02-28,1504.41
802062,602301,2026-01-30,471.02
802063,602302,2026-02-11,341.02
802064,602303,2026-01-25,1515.29
802065,602304,2026-02-03,1575.17
802066,602306,2026-01-19,832.85
802067,602307,2026-02-05,1374.76
802068,602308,2026-02-23,1499.75
802069,602309,2026-02-18,730.0
802070,602310,2026-01-23,1722.79
802071,602311,2026-03-01,384.68
802072,602312,2026-02-24,1281.15
802073,602313,2026-02-04,1675.46
802074,602314,2026-02-15,1079.11
802075,602315,2026-02-15,1537.07
802076,602316,2026-02-28,1409.72
802077,602317,2026-03-05,1208.16
802078,602318,2026-02-13,807.23
802079,602319,2026-01-31,1116.03
802080,602320,2026-01-26,747.07
802081,602321,2026-02-01,177.21
802082,602322,2026-01-27,973.49
802083,602323,2026-02-28,1735.93
802084,602324,2026-02-22,1599.15
802085,602325,2026-02-13,427.75
802086,602326,2026-03-01,2001.82
802087,602327,2026-03-06,1547.71
802088,602329,2026-02-08,1994.13
802089,602330,2026-01-31,517.49
802090,602331,2026-02-12,1156.61
802091,602333,2026-02-27,384.41
802092,602334,2026-02-27,737.77
802093,602335,2026-03-05,1504.98
802094,602336,2026-02-10,1236.48
802095,602337,2026-01-25,873.78
802096,602339,2026-03-07,1003.02
802097,602340,2026-02-08,809.26
802098,602341,2026-02-07,895.78
802099,602342,2026-02-11,879.19
802100,602343,2026-02-12,1154.69
802101,602344,2026-02-10,1033.11
802102,602345,2026-03-03,778.28
802103,602346,2026-02-09,499.76
802104,602347,2026-02-08,1481.68
802105,602348,2026-02-04,906.0
802106,602350,2026-02-13,1150.78
802107,602352,2026-02-21,656.9
802108,602353,2026-02-12,733.84
802109,602354,2026-02-22,877.1
802110,602355,2026-02-07,1545.6
802111,602356,2026-02-14,849.47
802112,602357,2026-02-24,687.51
802113,602358,2026-03-08,512.86
802114,602359,2026-02-14,387.89
802115,602360,2026-01-31,1292.4
802116,602361,2026-02-17,846.67
802117,602362,2026-03-13,1510.66
802118,602363,2026-03-02,966.67
802119,602364,2026-03-12,1073.45
802120,602365,2026-02-04,941.43
802121,602367,2026-03-05,362.98
802122,602368,2026-02-02,1829.34
802123,602369,2026-02-10,1060.44
802124,602370,2026-03-20,856.57
802125,602371,2026-01-31,1121.69
802126,602372,2026-02-20,566.29
802127,602373,2026-03-14,1501.5
802128,602374,2026-03-17,1330.62
802129,602375,2026-02-06,767.45
802130,602376,2026-02-21,716.18
802131,602377,2026-02-18,1073.5
802132,602378,2026-02-16,1303.02
802133,602379,2026-02-09,1404.47
802134,602380,2026-01-28,1317.37
802135,602381,2026-02-18,818.55
802136,602382,2026-02-02,1848.83
802137,602383,2026-02-02,390.25
802138,602384,2026-03-12,724.44
802139,602385,2026-03-17,1375.53
802140,602386,2026-03-17,1067.96
802141,602387,2026-03-20,816.39
802142,602388,2026-03-06,581.29
802143,602389,2026-02-07,1007.13
802144,602390,2026-02-11,1321.09
802145,602391,2026-03-07,1045.87
802146,602392,2026-02-10,693.0
802147,602393,2026-02-10,1335.32
802148,602394,2026-02-10,1298.91
802149,602395,2026-02-06,1545.82
802150,602396,2026-03-07,919.47
802151,602397,2026-03-02,1291.84
802152,602398,2026-02-14,1523.35
802153,602399,2026-02-12,1421.7
802154,602400,2026-02-23,344.24
802155,602401,2026-03-05,1170.21
802156,602402,2026-02-26,674.65
802157,602403,2026-03-08,229.92
802158,602404,2026-03-03,456.44
802159,602405,2026-02-22,1838.5
802160,602406,2026-02-04,1436.73
802161,602407,2026-03-20,972.51
802162,602408,2026-03-08,1128.2
802163,602409,2026-02-21,1079.73
802164,602410,2026-03-05,1531.4
802165,602411,2026-03-02,987.39
802166,602412,2026-03-15,1604.16
802167,602413,2026-03-18,980.47
802168,602414,2026-02-15,624.46
802169,602416,2026-02-24,1367.23
802170,602417,2026-03-11,1574.66
802171,602418,2026-02-28,1131.82
802172,602420,2026-02-26,670.51
802173,602421,2026-03-01,1126.2
802174,602422,2026-03-18,579.93
802175,602423,2026-03-28,438.01
802176,602424,2026-02-24,533.93
802177,602425,2026-02-09,1258.24
802178,602426,2026-03-01,330.1
802179,602427,2026-03-21,1071.06
802180,602428,2026-02-28,388.2
802181,602429,2026-02-12,1092.26
802182,602430,2026-03-29,795.32
802183,602431,2026-02-26,1596.82
802184,602432,2026-03-23,539.05
802185,602433,2026-03-23,1899.64
802186,602434,2026-03-03,895.49
802187,602435,2026-02-19,1221.39
802188,602436,2026-03-07,896.93
802189,602437,2026-03-16,1618.26
802190,602438,2026-03-03,1408.51
802191,602439,2026-03-04,892.79
802192,602440,2026-03-18,1981.17
802193,602441,2026-03-20,810.74
802194,602442,2026-03-16,1225.94
802195,602443,2026-02-20,1943.53
802196,602444,2026-03-02,1031.3
802197,602445,2026-03-03,712.01
802198,602446,2026-02-14,1114.88
802199,602447,2026-03-29,1360.74
802200,602448,2026-03-06,1013.61
802201,602449,2026-03-15,1251.14
802202,602450,2026-02-19,1337.36
802203,602451,2026-03-31,992.26
802204,602452,2026-03-22,992.53
802205,602453,2026-02-18,1351.73
802206,602454,2026-03-24,1261.48
802207,602455,2026-03-05,1195.96
802208,602456,2026-02-24,1461.2
802209,602457,2026-02-19,1232.69
802210,602458,2026-03-16,993.97
802211,602459,2026-02-18,1349.08
802212,602460,2026-02-14,1127.18
802213,602461,2026-03-22,1184.55
802214,602462,2026-02-11,1644.39
802215,602463,2026-03-09,985.64
802216,602464,2026-03-15,717.41
802217,602465,2026-03-26,963.19
802218,602466,2026-03-20,343.23
802219,602467,2026-02-20,798.7
802220,602468,2026-03-27,1551.19
802221,602469,2026-03-05,1802.12
802222,602470,2026-03-13,740.7
802223,602471,2026-02-16,577.85
802224,602472,2026-03-18,1200.1
802225,602474,2026-03-23,784.87
802226,602475,2026-03-11,1245.54
802227,602476,2026-03-01,871.28
802228,602477,2026-03-01,962.37
802229,602478,2026-03-26,1015.85
802230,602479,2026-02-17,1187.91
802231,602480,2026-02-25,227.53
802232,602481,2026-03-29,1207.85
802233,602482,2026-03-21,935.59
802234,602483,2026-03-28,1307.63
802235,602484,2026-03-26,1396.58
802236,602486,2026-02-23,644.45
802237,602487,2026-03-21,1489.32
802238,602488,2026-03-12,1704.23
802239,602489,2026-03-13,984.53
802240,602490,2026-03-20,1467.87
802241,602491,2026-03-08,1301.59
802242,602493,2026-03-21,1201.03
802243,602494,2026-03-08,699.75
802244,602495,2026-03-07,689.16
802245,602496,2026-03-26,921.61
802246,602497,2026-02-28,1195.43
802247,602498,2026-03-21,1279.66
802248,602501,2026-03-08,371.57
802249,602502,2026-03-08,869.55
802250,602503,2026-03-20,1698.39
802251,602504,2026-02-24,745.84
802252,602505,2026-03-16,415.01
802253,602506,2026-02-24,1826.29
802254,602507,2026-03-02,1461.2
802255,602508,2026-03-10,708.64
802256,602509,2026-04-04,415.19
802257,602510,2026-04-02,876.07
802258,602511,2026-04-11,1558.12
802259,602512,2026-03-28,1344.65
802260,602513,2026-02-23,1615.66
802261,602514,2026-02-24,1117.78
802262,602515,2026-03-05,1098.52
802263,602516,2026-03-28,1852.76
802264,602517,2026-03-22,415.16
802265,602518,2026-02-26,1809.28
802266,602519,2026-04-08,609.49
802267,602520,2026-03-08,1179.23
802268,602521,2026-04-06,1955.92
802269,602522,2026-04-05,1288.25
802270,602523,2026-02-27,1342.1
802271,602524,2026-03-18,1635.32
802272,602525,2026-03-28,865.04
802273,602526,2026-03-18,1384.07
802274,602527,2026-03-04,829.76
802275,602528,2026-03-28,820.24
802276,602529,2026-02-17,1011.07
802277,602530,2026-03-07,1332.18
802278,602531,2026-03-11,1745.86
802279,602532,2026-03-22,1610.82
802280,602533,2026-04-05,370.95
802281,602534,2026-03-19,1004.29
802282,602535,2026-02-19,1074.89
802283,602536,2026-03-20,1079.64
802284,602537,2026-04-03,1560.04
802285,602538,2026-03-13,1131.24
802286,602539,2026-03-01,586.58
802287,602540,2026-03-31,1660.58
802288,602541,2026-03-07,1549.2
802289,602542,2026-03-01,1434.96
802290,602543,2026-03-01,1238.49
802291,602544,2026-03-19,1400.59
802292,602545,2026-04-12,1162.58
802293,602546,2026-03-30,1022.25
802294,602547,2026-03-30,1572.17
802295,602548,2026-03-15,1077.32
802296,602549,2026-02-27,869.1
802297,602550,2026-04-09,1319.15
802298,602551,2026-02-25,1735.81
802299,602552,2026-04-07,1001.46
802300,602553,2026-02-25,1373.05
802301,602554,2026-03-23,1949.83
802302,602555,2026-03-12,1232.35
802303,602556,2026-03-01,1481.78
802304,602557,2026-03-06,781.1
802305,602558,2026-03-09,617.41
802306,602559,2026-02-23,1443.67
802307,602560,2026-03-27,975.17
802308,602561,2026-04-06,1133.02
802309,602562,2026-03-28,1882.27
802310,602563,2026-03-27,307.14
802311,602564,2026-03-20,1352.32
802312,602565,2026-04-06,1507.52
802313,602566,2026-03-03,501.81
802314,602567,2026-03-07,1303.67
802315,602568,2026-03-15,576.78
802316,602569,2026-04-19,664.43
802317,602570,2026-03-26,1659.97
802318,602571,2026-03-13,439.03
802319,602572,2026-04-03,1432.5
802320,602573,2026-03-27,1366.06
802321,602574,2026-03-09,460.92
802322,602575,2026-03-08,934.42
802323,602576,2026-03-15,1612.91
802324,602577,2026-04-07,1198.19
802325,602578,2026-04-10,980.57
802326,602579,2026-04-18,783.09
802327,602580,2026-03-11,433.49
802328,602581,2026-03-19,1048.61
802329,602582,2026-03-30,1103.38
802330,602583,2026-03-19,1755.99
802331,602584,2026-03-22,1034.24
802332,602585,2026-04-18,1288.49
802333,602586,2026-03-22,620.71
802334,602587,2026-03-27,1392.64
802335,602589,2026-03-15,906.53
802336,602590,2026-03-15,1368.06
802337,602591,2026-04-05,854.21
802338,602593,2026-03-31,532.38
802339,602595,2026-03-23,1019.66
802340,602596,2026-03-13,663.73
802341,602597,2026-03-08,1108.26
802342,602598,2026-04-05,996.55
802343,602599,2026-03-13,829.77
802344,602604,2026-04-07,299.21
802345,602605,2026-04-11,1565.85
802346,602606,2026-03-19,1027.01
802347,602608,2026-03-28,454.25
802348,602609,2026-03-31,1336.0
802349,602610,2026-04-24,274.53
802350,602611,2026-03-10,1040.95
802351,602612,2026-04-05,402.36
802352,602613,2026-04-17,1478.37
802353,602614,2026-03-22,1005.67
802354,602615,2026-04-21,1593.12
802355,602616,2026-04-19,778.22
802356,602617,2026-03-09,921.26
802357,602618,2026-04-08,765.77
802358,602619,2026-03-29,1230.91
802359,602620,2026-04-10,560.34
802360,602621,2026-03-16,1481.16
802361,602622,2026-04-16,1414.5
802362,602623,2026-04-06,1457.28
802363,602624,2026-03-15,1442.76
802364,602625,2026-04-04,1459.34
802365,602626,2026-04-19,1547.16
802366,602627,2026-04-03,1336.64
802367,602628,2026-03-11,1251.42
802368,602629,2026-04-06,339.98
802369,602630,2026-03-14,749.08
802370,602631,2026-03-21,341.16
802371,602632,2026-03-08,736.59
802372,602633,2026-03-12,509.55
802373,602634,2026-04-26,1386.06
802374,602635,2026-04-11,1578.7
802375,602636,2026-03-15,865.24
802376,602637,2026-04-22,784.87
802377,602639,2026-04-24,1197.73
802378,602640,2026-04-04,1078.54
802379,602641,2026-04-13,373.27
802380,602642,2026-04-29,886.15
802381,602644,2026-03-14,1571.62
802382,602645,2026-04-14,629.66
802383,602646,2026-04-19,758.35
802384,602649,2026-04-23,1330.42
802385,602650,2026-04-12,782.29
