invoice_id,work_order_id,invoice_date,labor_amount,parts_amount,invoice_total
601085,401296,2025-07-09,245.53,1033.08,1278.61
601086,401297,2025-07-11,76.71,624.81,701.52
601087,401298,2025-07-09,151.11,248.42,399.53
601088,401299,2025-07-04,427.32,727.19,1154.51
601089,401300,2025-07-14,319.68,362.66,682.34
601090,401301,2025-07-12,331.82,246.51,578.33
601091,401302,2025-07-08,140.78,303.94,444.72
601092,401303,2025-07-15,477.05,948.13,1425.18
601093,401304,2025-07-13,765.8,228.52,994.32
601094,401305,2025-07-11,448.19,489.3,937.49
601095,401306,2025-07-06,618.67,702.85,1321.52
601096,401307,2025-07-11,773.61,1016.16,1789.77
601097,401308,2025-07-09,618.04,54.26,672.3
601098,401309,2025-07-06,609.34,16.18,625.52
601099,401310,2025-07-16,125.62,390.12,515.74
601100,401311,2025-07-05,484.76,163.24,648.0
601101,401312,2025-07-17,551.91,516.7,1068.61
601102,401314,2025-07-12,503.28,479.78,983.06
601103,401315,2025-07-07,299.49,951.55,1251.04
601104,401316,2025-07-09,257.01,106.77,363.78
601105,401317,2025-07-14,319.32,682.22,1001.54
601106,401318,2025-07-07,318.81,1044.03,1362.84
601107,401319,2025-07-19,646.43,340.02,986.45
601108,401320,2025-07-18,323.52,728.07,1051.59
601109,401322,2025-07-14,582.27,508.27,1090.54
601110,401323,2025-07-11,411.29,425.22,836.51
601111,401324,2025-07-11,248.94,625.44,874.38
601112,401325,2025-07-07,636.05,477.77,1113.82
601113,401326,2025-07-19,478.94,1.48,480.42
601114,401327,2025-07-17,243.27,311.85,555.12
601115,401328,2025-07-07,101.78,469.06,570.84
601116,401329,2025-07-06,265.79,852.42,1118.21
601117,401330,2025-07-10,584.01,895.1,1479.11
601118,401332,2025-07-20,347.38,1113.6,1460.98
601119,401333,2025-07-20,92.8,957.75,1050.55
601120,401334,2025-07-16,762.6,1177.79,1940.39
601121,401335,2025-07-11,673.79,1149.02,1822.81
601122,401337,2025-07-09,737.67,921.43,1659.1
601123,401338,2025-07-17,131.13,79.41,210.54
601124,401339,2025-07-19,528.47,767.11,1295.58
601125,401340,2025-07-21,449.04,1180.52,1629.56
601126,401341,2025-07-20,607.21,284.92,892.13
601127,401343,2025-07-13,831.06,851.64,1682.7
601128,401344,2025-07-22,822.69,180.74,1003.43
601129,401346,2025-07-22,367.46,82.65,450.11
601130,401347,2025-07-18,546.04,1070.02,1616.06
601131,401348,2025-07-11,774.72,432.81,1207.53
601132,401349,2025-07-11,458.26,226.47,684.73
601133,401350,2025-07-15,161.97,421.89,583.86
601134,401351,2025-07-10,234.11,727.56,961.67
601135,401352,2025-07-16,374.93,519.0,893.93
601136,401353,2025-07-16,399.09,1109.34,1508.43
601137,401354,2025-07-19,421.9,1021.61,1443.51
601138,401355,2025-07-16,598.07,468.46,1066.53
601139,401358,2025-07-19,359.94,501.78,861.72
601140,401359,2025-07-23,654.93,662.49,1317.42
601141,401360,2025-07-18,359.91,527.61,887.52
601142,401361,2025-07-21,396.56,1172.46,1569.02
601143,401362,2025-07-17,743.52,731.08,1474.6
601144,401364,2025-07-23,501.95,633.5,1135.45
601145,401365,2025-07-17,813.69,187.95,1001.64
601146,401366,2025-07-24,645.71,877.55,1523.26
601147,401367,2025-07-17,677.76,65.29,743.05
601148,401368,2025-07-13,451.35,1068.6,1519.95
601149,401369,2025-07-18,661.24,474.6,1135.84
601150,401370,2025-07-13,329.22,51.09,380.31
601151,401372,2025-07-23,398.17,1122.26,1520.43
601152,401373,2025-07-22,768.18,762.5,1530.68
601153,401374,2025-07-18,217.03,73.39,290.42
601154,401375,2025-07-16,728.41,585.99,1314.4
601155,401376,2025-07-14,673.71,206.54,880.25
601156,401378,2025-07-17,832.52,950.18,1782.7
601157,401379,2025-07-25,685.32,360.0,1045.32
601158,401380,2025-07-23,264.63,915.99,1180.62
601159,401381,2025-07-21,591.75,947.87,1539.62
601160,401382,2025-07-17,644.1,546.6,1190.7
601161,401383,2025-07-23,741.8,948.28,1690.08
601162,401384,2025-07-23,356.62,546.51,903.13
601163,401385,2025-07-16,604.15,834.58,1438.73
601164,401386,2025-07-19,842.88,668.79,1511.67
601165,401387,2025-07-21,669.28,350.91,1020.19
601166,401388,2025-07-23,235.38,198.82,434.2
601167,401389,2025-07-17,111.54,339.89,451.43
601168,401390,2025-07-22,291.65,747.27,1038.92
601169,401391,2025-07-22,603.29,752.06,1355.35
601170,401392,2025-07-23,229.4,98.58,327.98
601171,401393,2025-07-25,572.16,615.91,1188.07
601172,401394,2025-07-25,518.71,197.4,716.11
601173,401395,2025-07-21,765.62,339.4,1105.02
601174,401400,2025-07-29,122.23,49.02,171.25
601175,401401,2025-07-30,530.2,375.31,905.51
601176,401402,2025-07-24,280.99,956.89,1237.88
601177,401403,2025-07-24,819.32,1059.9,1879.22
601178,401404,2025-07-21,277.78,1034.1,1311.88
601179,401406,2025-07-19,564.05,281.09,845.14
601180,401408,2025-07-22,236.33,760.34,996.67
601181,401409,2025-07-18,781.8,221.41,1003.21
601182,401411,2025-07-28,799.35,931.62,1730.97
601183,401412,2025-07-27,221.31,306.52,527.83
601184,401413,2025-07-28,267.71,469.73,737.44
601185,401414,2025-07-19,703.35,340.88,1044.23
601186,401415,2025-07-30,740.67,518.43,1259.1
601187,401416,2025-07-31,491.63,821.81,1313.44
601188,401417,2025-08-01,362.96,60.1,423.06
601189,401418,2025-07-24,797.76,15.88,813.64
601190,401419,2025-07-30,785.38,451.08,1236.46
601191,401420,2025-08-01,787.5,215.16,1002.66
601192,401421,2025-07-24,309.84,522.98,832.82
601193,401422,2025-07-24,131.84,575.35,707.19
601194,401423,2025-07-20,119.55,443.37,562.92
601195,401425,2025-07-29,124.75,762.53,887.28
601196,401426,2025-07-23,421.05,454.75,875.8
601197,401428,2025-07-30,771.71,299.87,1071.58
601198,401431,2025-07-23,771.72,134.28,906.0
601199,401432,2025-07-24,306.32,232.98,539.3
601200,401433,2025-07-22,107.06,828.29,935.35
601201,401434,2025-07-29,147.3,109.21,256.51
601202,401435,2025-08-04,380.02,75.07,455.09
601203,401436,2025-07-31,839.68,839.01,1678.69
601204,401439,2025-08-03,478.09,176.26,654.35
601205,401440,2025-08-04,557.65,692.16,1249.81
601206,401441,2025-07-30,792.57,1100.62,1893.19
601207,401442,2025-07-24,792.48,501.73,1294.21
601208,401443,2025-07-28,624.82,1145.49,1770.31
601209,401446,2025-08-06,692.75,575.77,1268.52
601210,401447,2025-07-24,291.52,530.26,821.78
601211,401448,2025-07-29,776.14,665.59,1441.73
601212,401449,2025-08-03,747.41,459.47,1206.88
601213,401450,2025-07-28,700.15,208.29,908.44
601214,401451,2025-08-06,85.35,8.09,93.44
601215,401452,2025-07-28,110.51,1147.02,1257.53
601216,401454,2025-08-06,443.2,336.39,779.59
601217,401455,2025-07-30,824.44,350.44,1174.88
601218,401456,2025-08-05,541.58,1163.33,1704.91
601219,401457,2025-08-06,274.3,413.31,687.61
601220,401459,2025-07-28,79.85,882.49,962.34
601221,401460,2025-07-29,299.52,185.6,485.12
601222,401462,2025-07-26,278.65,310.26,588.91
601223,401463,2025-07-31,579.68,499.73,1079.41
601224,401464,2025-08-01,535.68,12.84,548.52
601225,401465,2025-07-27,625.59,96.13,721.72
601226,401466,2025-08-08,275.96,873.5,1149.46
601227,401467,2025-07-30,192.38,1135.76,1328.14
601228,401469,2025-08-02,508.56,1016.35,1524.91
601229,401470,2025-08-06,123.92,217.05,340.97
601230,401472,2025-08-05,554.81,289.22,844.03
601231,401473,2025-08-04,519.94,672.16,1192.1
601232,401474,2025-07-29,591.73,557.88,1149.61
601233,401475,2025-08-07,296.56,803.96,1100.52
601234,401476,2025-08-05,87.15,232.44,319.59
601235,401477,2025-08-08,361.94,334.15,696.09
601236,401478,2025-08-03,327.1,1166.0,1493.1
601237,401479,2025-08-07,802.94,120.94,923.88
601238,401480,2025-08-01,741.18,659.28,1400.46
601239,401482,2025-08-04,222.58,924.89,1147.47
601240,401484,2025-08-06,841.86,906.32,1748.18
601241,401485,2025-08-03,667.44,200.08,867.52
601242,401487,2025-08-10,232.81,442.09,674.9
601243,401488,2025-08-08,295.37,1027.55,1322.92
601244,401489,2025-08-06,468.21,124.22,592.43
601245,401490,2025-07-29,440.81,494.91,935.72
601246,401491,2025-08-06,193.62,382.03,575.65
601247,401492,2025-08-08,137.87,520.73,658.6
601248,401493,2025-08-05,436.85,669.54,1106.39
601249,401494,2025-08-04,431.2,831.63,1262.83
601250,401496,2025-08-04,709.38,1106.07,1815.45
601251,401497,2025-08-05,849.77,265.61,1115.38
601252,401498,2025-08-03,706.78,573.6,1280.38
601253,401500,2025-08-12,804.85,200.72,1005.57
601254,401501,2025-08-05,430.1,778.58,1208.68
601255,401502,2025-08-04,728.61,505.94,1234.55
601256,401503,2025-08-08,381.3,1044.5,1425.8
601257,401504,2025-08-07,156.81,229.7,386.51
601258,401505,2025-08-02,538.17,639.56,1177.73
601259,401506,2025-08-08,753.91,1049.23,1803.14
601260,401507,2025-07-30,674.84,630.29,1305.13
601261,401509,2025-08-05,201.97,520.02,721.99
601262,401511,2025-08-08,754.46,67.21,821.67
601263,401512,2025-08-12,198.46,501.73,700.19
601264,401513,2025-08-07,796.09,37.69,833.78
601265,401514,2025-08-07,680.31,469.16,1149.47
601266,401515,2025-07-31,744.01,2.44,746.45
601267,401517,2025-08-13,509.57,376.8,886.37
601268,401518,2025-08-07,78.85,588.97,667.82
601269,401519,2025-08-13,290.71,306.46,597.17
601270,401520,2025-08-05,382.21,329.65,711.86
601271,401522,2025-08-01,495.21,355.06,850.27
601272,401524,2025-08-04,546.26,1085.53,1631.79
601273,401525,2025-08-02,555.44,342.87,898.31
601274,401526,2025-08-02,529.04,1079.47,1608.51
601275,401528,2025-08-14,681.28,975.61,1656.89
601276,401529,2025-08-07,668.33,876.0,1544.33
601277,401530,2025-08-09,280.62,253.09,533.71
601278,401531,2025-08-15,101.74,382.66,484.4
601279,401534,2025-08-09,622.33,1074.86,1697.19
601280,401535,2025-08-02,844.48,1029.52,1874.0
601281,401537,2025-08-11,97.35,309.38,406.73
601282,401539,2025-08-09,449.8,268.6,718.4
601283,401540,2025-08-10,187.28,349.27,536.55
601284,401541,2025-08-08,245.14,263.05,508.19
601285,401542,2025-08-15,667.76,44.44,712.2
601286,401543,2025-08-03,592.13,877.17,1469.3
601287,401544,2025-08-08,134.52,982.31,1116.83
601288,401545,2025-08-09,469.8,470.72,940.52
601289,401547,2025-08-11,358.67,594.99,953.66
601290,401548,2025-08-09,403.12,1117.72,1520.84
601291,401549,2025-08-05,230.27,285.33,515.6
601292,401550,2025-08-04,435.3,1168.78,1604.08
601293,401551,2025-08-11,207.25,597.91,805.16
601294,401552,2025-08-04,701.57,848.17,1549.74
601295,401553,2025-08-10,547.02,971.5,1518.52
601296,401554,2025-08-04,842.95,146.32,989.27
601297,401555,2025-08-14,76.01,298.61,374.62
601298,401556,2025-08-05,116.61,1011.44,1128.05
601299,401557,2025-08-08,226.85,251.36,478.21
601300,401558,2025-08-04,193.09,521.47,714.56
601301,401559,2025-08-11,581.18,512.45,1093.63
601302,401560,2025-08-14,436.08,1185.62,1621.7
601303,401561,2025-08-08,364.62,1119.07,1483.69
601304,401562,2025-08-11,581.12,732.09,1313.21
601305,401564,2025-08-18,214.75,193.21,407.96
601306,401566,2025-08-17,807.89,362.47,1170.36
601307,401567,2025-08-09,338.1,507.3,845.4
601308,401569,2025-08-09,753.06,1025.71,1778.77
601309,401570,2025-08-18,347.88,179.06,526.94
601310,401571,2025-08-12,435.42,157.74,593.16
601311,401572,2025-08-09,202.51,142.7,345.21
601312,401573,2025-08-09,480.41,302.8,783.21
601313,401574,2025-08-07,92.0,431.43,523.43
601314,401575,2025-08-13,551.99,196.38,748.37
601315,401576,2025-08-15,92.97,603.32,696.29
601316,401577,2025-08-13,153.71,111.06,264.77
601317,401578,2025-08-17,133.32,920.06,1053.38
601318,401579,2025-08-12,779.0,144.39,923.39
601319,401580,2025-08-17,786.71,882.1,1668.81
601320,401581,2025-08-14,215.95,633.61,849.56
601321,401582,2025-08-07,192.57,939.05,1131.62
601322,401584,2025-08-17,645.79,1074.81,1720.6
601323,401585,2025-08-09,442.56,1187.71,1630.27
601324,401586,2025-08-14,374.18,298.91,673.09
601325,401587,2025-08-17,712.95,1081.45,1794.4
601326,401588,2025-08-18,84.63,406.61,491.24
601327,401589,2025-08-08,128.35,162.2,290.55
601328,401590,2025-08-14,507.82,28.81,536.63
601329,401591,2025-08-11,208.57,792.69,1001.26
601330,401592,2025-08-21,789.73,782.85,1572.58
601331,401593,2025-08-11,668.74,493.35,1162.09
601332,401594,2025-08-13,495.34,863.58,1358.92
601333,401595,2025-08-22,292.84,60.59,353.43
601334,401596,2025-08-15,722.07,319.13,1041.2
601335,401597,2025-08-15,496.85,1031.74,1528.59
601336,401598,2025-08-16,271.16,258.34,529.5
601337,401599,2025-08-12,89.84,1137.65,1227.49
601338,401603,2025-08-20,379.53,1185.22,1564.75
601339,401604,2025-08-18,587.22,459.63,1046.85
601340,401606,2025-08-22,708.38,353.33,1061.71
601341,401607,2025-08-20,458.74,364.91,823.65
601342,401608,2025-08-21,191.27,1113.08,1304.35
601343,401609,2025-08-23,577.96,703.73,1281.69
601344,401610,2025-08-16,792.21,559.38,1351.59
601345,401611,2025-08-16,160.96,167.15,328.11
601346,401613,2025-08-11,738.62,495.81,1234.43
601347,401615,2025-08-20,578.84,421.23,1000.07
601348,401616,2025-08-21,253.75,750.18,1003.93
601349,401617,2025-08-20,406.72,1036.68,1443.4
601350,401618,2025-08-18,649.45,34.5,683.95
601351,401619,2025-08-18,492.13,835.83,1327.96
601352,401620,2025-08-17,204.97,191.75,396.72
601353,401621,2025-08-21,433.89,844.91,1278.8
601354,401623,2025-08-17,314.56,592.85,907.41
601355,401625,2025-08-20,813.45,489.88,1303.33
601356,401626,2025-08-12,652.15,266.49,918.64
601357,401627,2025-08-22,750.56,1035.2,1785.76
601358,401628,2025-08-15,684.96,103.28,788.24
601359,401629,2025-08-17,336.96,400.65,737.61
601360,401631,2025-08-17,251.92,712.51,964.43
601361,401632,2025-08-21,497.8,762.22,1260.02
601362,401633,2025-08-19,467.11,748.44,1215.55
601363,401634,2025-08-18,765.49,476.51,1242.0
601364,401635,2025-08-25,360.05,247.89,607.94
601365,401636,2025-08-22,547.12,754.74,1301.86
601366,401637,2025-08-14,270.5,1107.34,1377.84
601367,401638,2025-08-25,811.09,201.09,1012.18
601368,401639,2025-08-21,344.15,742.51,1086.66
601369,401640,2025-08-15,330.67,319.05,649.72
601370,401641,2025-08-24,437.39,1063.71,1501.1
601371,401642,2025-08-18,103.39,930.38,1033.77
601372,401643,2025-08-20,486.58,385.36,871.94
601373,401644,2025-08-18,436.65,468.23,904.88
601374,401645,2025-08-27,415.68,930.42,1346.1
601375,401647,2025-08-19,832.05,483.17,1315.22
601376,401648,2025-08-21,523.95,732.23,1256.18
601377,401649,2025-08-27,118.15,767.83,885.98
601378,401650,2025-08-25,731.56,686.74,1418.3
601379,401651,2025-08-23,204.92,0.7,205.62
601380,401652,2025-08-20,408.72,916.3,1325.02
601381,401653,2025-08-16,736.64,1087.09,1823.73
601382,401654,2025-08-19,251.19,1043.94,1295.13
601383,401655,2025-08-23,656.6,765.34,1421.94
601384,401656,2025-08-29,768.86,432.65,1201.51
601385,401657,2025-08-23,75.84,579.46,655.3
601386,401658,2025-08-24,556.02,1042.8,1598.82
601387,401659,2025-08-29,845.84,1110.06,1955.9
601388,401660,2025-08-23,150.63,650.66,801.29
601389,401661,2025-08-30,549.21,191.59,740.8
601390,401662,2025-08-30,522.23,686.07,1208.3
601391,401663,2025-08-29,96.44,712.65,809.09
601392,401664,2025-08-21,144.7,147.86,292.56
601393,401666,2025-08-24,430.99,777.35,1208.34
601394,401667,2025-08-31,232.59,1088.95,1321.54
601395,401668,2025-08-30,193.63,1170.92,1364.55
601396,401669,2025-08-23,603.43,579.73,1183.16
601397,401670,2025-08-26,772.02,716.32,1488.34
601398,401671,2025-08-19,337.76,976.95,1314.71
601399,401672,2025-08-26,801.43,198.07,999.5
601400,401673,2025-08-19,150.1,580.72,730.82
601401,401674,2025-08-21,84.79,1161.85,1246.64
601402,401675,2025-08-30,781.29,778.47,1559.76
601403,401676,2025-08-24,264.08,1122.11,1386.19
601404,401677,2025-08-22,460.37,1128.46,1588.83
601405,401678,2025-08-29,827.07,1129.18,1956.25
601406,401679,2025-08-23,328.89,242.44,571.33
601407,401680,2025-08-31,152.99,408.78,561.77
601408,401681,2025-08-27,348.93,735.18,1084.11
601409,401682,2025-08-25,618.49,514.81,1133.3
601410,401683,2025-08-31,664.61,359.98,1024.59
601411,401685,2025-08-20,529.83,1168.67,1698.5
601412,401686,2025-08-28,723.73,1033.79,1757.52
601413,401687,2025-08-27,694.79,364.67,1059.46
601414,401688,2025-08-22,609.91,377.09,987.0
601415,401689,2025-08-25,185.71,883.93,1069.64
601416,401690,2025-08-21,75.29,554.02,629.31
601417,401694,2025-08-30,326.74,739.47,1066.21
601418,401695,2025-08-23,472.76,560.05,1032.81
601419,401696,2025-08-25,300.12,800.5,1100.62
601420,401697,2025-08-30,695.49,356.9,1052.39
601421,401701,2025-09-05,290.96,1011.39,1302.35
601422,401702,2025-08-27,491.37,52.06,543.43
601423,401703,2025-09-03,445.79,470.0,915.79
601424,401704,2025-08-23,168.26,943.67,1111.93
601425,401705,2025-08-31,212.25,57.99,270.24
601426,401706,2025-08-25,578.21,507.97,1086.18
601427,401707,2025-09-02,521.81,695.33,1217.14
601428,401710,2025-09-02,266.26,70.31,336.57
601429,401713,2025-08-27,111.57,43.24,154.81
601430,401714,2025-08-27,248.98,88.26,337.24
601431,401715,2025-09-02,94.72,548.04,642.76
601432,401716,2025-09-03,281.89,781.08,1062.97
601433,401717,2025-09-01,449.14,1009.33,1458.47
601434,401719,2025-08-31,684.74,255.23,939.97
601435,401720,2025-08-27,667.65,367.18,1034.83
601436,401721,2025-09-06,179.07,1145.24,1324.31
601437,401722,2025-09-05,174.97,543.16,718.13
601438,401723,2025-08-28,449.53,1104.04,1553.57
601439,401724,2025-08-30,654.98,838.35,1493.33
601440,401725,2025-08-30,107.14,904.37,1011.51
601441,401726,2025-08-26,76.11,675.78,751.89
601442,401727,2025-09-08,377.16,378.43,755.59
601443,401729,2025-09-01,75.46,736.22,811.68
601444,401730,2025-09-01,574.17,114.12,688.29
601445,401731,2025-09-01,625.39,306.87,932.26
601446,401732,2025-08-27,839.59,481.07,1320.66
601447,401734,2025-09-07,425.7,399.74,825.44
601448,401735,2025-09-08,707.89,81.38,789.27
601449,401736,2025-09-06,85.97,1099.84,1185.81
601450,401737,2025-09-05,303.28,560.06,863.34
601451,401738,2025-09-02,547.97,770.25,1318.22
601452,401739,2025-09-02,464.36,724.02,1188.38
601453,401740,2025-09-05,510.0,20.83,530.83
601454,401741,2025-09-01,462.16,1094.95,1557.11
601455,401742,2025-08-28,773.8,159.04,932.84
601456,401743,2025-09-08,643.89,383.42,1027.31
601457,401746,2025-09-08,256.55,1020.05,1276.6
601458,401747,2025-09-03,733.77,1107.7,1841.47
601459,401748,2025-08-31,322.76,939.3,1262.06
601460,401750,2025-08-31,137.64,292.04,429.68
601461,401751,2025-08-29,686.89,0.33,687.22
601462,401752,2025-09-09,211.74,1023.57,1235.31
601463,401753,2025-09-09,813.3,614.98,1428.28
601464,401754,2025-08-30,341.65,402.44,744.09
601465,401755,2025-09-07,255.01,572.16,827.17
601466,401756,2025-08-31,331.6,81.15,412.75
601467,401757,2025-09-04,113.6,232.46,346.06
601468,401758,2025-09-02,380.57,1159.67,1540.24
601469,401759,2025-09-11,679.86,326.81,1006.67
601470,401760,2025-09-01,77.51,402.05,479.56
601471,401761,2025-09-09,805.02,269.02,1074.04
601472,401762,2025-09-12,321.98,173.98,495.96
601473,401764,2025-09-07,158.49,693.86,852.35
601474,401765,2025-08-30,235.3,1194.68,1429.98
601475,401766,2025-09-09,699.98,1051.28,1751.26
601476,401767,2025-09-05,737.67,432.42,1170.09
601477,401769,2025-09-10,383.51,1085.63,1469.14
601478,401770,2025-09-02,520.76,427.22,947.98
601479,401772,2025-09-07,801.35,869.73,1671.08
601480,401774,2025-09-06,241.58,603.14,844.72
601481,401775,2025-09-08,395.92,180.42,576.34
601482,401776,2025-09-11,148.99,1097.83,1246.82
601483,401777,2025-09-09,323.08,373.17,696.25
601484,401778,2025-09-13,656.88,685.68,1342.56
601485,401779,2025-09-02,148.39,78.46,226.85
601486,401780,2025-09-11,803.07,1150.61,1953.68
601487,401781,2025-09-07,511.28,313.28,824.56
601488,401783,2025-09-10,139.19,964.95,1104.14
601489,401784,2025-09-15,750.86,222.64,973.5
601490,401787,2025-09-12,84.47,472.07,556.54
601491,401788,2025-09-03,181.71,815.69,997.4
601492,401789,2025-09-14,646.31,42.03,688.34
601493,401790,2025-09-05,305.0,615.68,920.68
601494,401793,2025-09-07,306.19,486.34,792.53
601495,401794,2025-09-09,206.09,690.22,896.31
601496,401795,2025-09-09,290.37,998.56,1288.93
601497,401796,2025-09-05,766.9,92.91,859.81
601498,401797,2025-09-12,164.19,828.22,992.41
601499,401798,2025-09-08,798.29,490.7,1288.99
601500,401799,2025-09-17,119.76,82.75,202.51
601501,401800,2025-09-09,516.56,510.83,1027.39
601502,401801,2025-09-08,644.02,1049.76,1693.78
601503,401802,2025-09-10,199.98,7.51,207.49
601504,401805,2025-09-19,105.58,666.79,772.37
601505,401806,2025-09-17,588.98,602.29,1191.27
601506,401808,2025-09-12,762.88,838.7,1601.58
601507,401809,2025-09-06,373.71,838.0,1211.71
601508,401810,2025-09-17,472.59,134.05,606.64
601509,401811,2025-09-10,544.32,556.58,1100.9
601510,401812,2025-09-19,169.59,386.74,556.33
601511,401813,2025-09-13,681.05,615.93,1296.98
601512,401815,2025-09-15,437.44,1019.46,1456.9
601513,401816,2025-09-15,450.42,551.43,1001.85
601514,401817,2025-09-19,648.85,147.54,796.39
601515,401818,2025-09-17,387.41,281.72,669.13
601516,401819,2025-09-18,691.53,131.93,823.46
601517,401820,2025-09-11,488.55,598.3,1086.85
601518,401822,2025-09-09,273.28,1032.24,1305.52
601519,401823,2025-09-18,500.81,514.29,1015.1
601520,401824,2025-09-18,644.08,607.42,1251.5
601521,401826,2025-09-08,554.6,602.29,1156.89
601522,401828,2025-09-17,605.18,401.13,1006.31
601523,401829,2025-09-13,503.55,438.22,941.77
601524,401831,2025-09-18,762.49,298.54,1061.03
601525,401834,2025-09-19,532.87,431.2,964.07
601526,401836,2025-09-20,232.09,189.91,422.0
601527,401837,2025-09-13,108.22,167.09,275.31
601528,401838,2025-09-14,201.19,60.76,261.95
601529,401839,2025-09-22,251.64,950.4,1202.04
601530,401840,2025-09-13,99.8,1186.82,1286.62
601531,401841,2025-09-24,97.48,351.49,448.97
601532,401842,2025-09-18,226.0,886.47,1112.47
601533,401843,2025-09-24,785.54,851.2,1636.74
601534,401844,2025-09-19,260.76,529.62,790.38
601535,401845,2025-09-16,128.77,1075.78,1204.55
601536,401847,2025-09-17,117.11,335.3,452.41
601537,401848,2025-09-23,145.45,413.85,559.3
601538,401849,2025-09-23,237.78,644.95,882.73
601539,401850,2025-09-16,777.45,324.55,1102.0
601540,401851,2025-09-12,357.87,325.74,683.61
601541,401852,2025-09-23,779.5,1193.22,1972.72
601542,401853,2025-09-19,547.62,462.02,1009.64
601543,401854,2025-09-22,666.64,827.25,1493.89
601544,401855,2025-09-15,394.43,265.09,659.52
601545,401856,2025-09-17,665.23,484.2,1149.43
601546,401857,2025-09-13,591.53,771.52,1363.05
601547,401858,2025-09-14,428.03,125.46,553.49
601548,401859,2025-09-19,677.44,769.99,1447.43
601549,401860,2025-09-22,636.3,295.13,931.43
601550,401861,2025-09-21,743.48,188.33,931.81
601551,401862,2025-09-20,432.14,274.68,706.82
601552,401863,2025-09-13,797.42,620.42,1417.84
601553,401864,2025-09-25,471.87,1166.04,1637.91
601554,401865,2025-09-21,668.83,255.87,924.7
601555,401866,2025-09-14,211.64,82.09,293.73
601556,401867,2025-09-18,185.92,7.96,193.88
601557,401868,2025-09-21,201.75,1137.38,1339.13
601558,401869,2025-09-25,177.38,66.13,243.51
601559,401870,2025-09-26,627.99,707.71,1335.7
601560,401871,2025-09-18,332.03,651.11,983.14
601561,401872,2025-09-27,375.63,130.14,505.77
601562,401873,2025-09-16,570.88,928.84,1499.72
601563,401874,2025-09-15,234.2,604.68,838.88
601564,401875,2025-09-26,837.35,857.78,1695.13
601565,401876,2025-09-23,217.97,230.49,448.46
601566,401877,2025-09-28,304.53,96.04,400.57
601567,401879,2025-09-18,787.01,1000.57,1787.58
601568,401880,2025-09-25,233.3,660.6,893.9
601569,401881,2025-09-23,589.77,506.62,1096.39
601570,401882,2025-09-26,730.19,94.55,824.74
601571,401883,2025-09-18,425.29,439.61,864.9
601572,401884,2025-09-27,841.31,245.41,1086.72
601573,401885,2025-09-17,819.94,230.87,1050.81
601574,401886,2025-09-27,523.26,753.86,1277.12
601575,401887,2025-09-21,174.64,205.61,380.25
601576,401888,2025-09-17,232.91,523.05,755.96
601577,401889,2025-09-21,280.3,1000.43,1280.73
601578,401890,2025-09-18,275.95,644.08,920.03
601579,401891,2025-09-24,289.37,302.89,592.26
601580,401892,2025-09-18,504.73,997.99,1502.72
601581,401893,2025-09-17,613.86,356.32,970.18
601582,401894,2025-09-26,836.16,651.71,1487.87
601583,401895,2025-09-22,716.67,984.97,1701.64
601584,401896,2025-09-26,517.08,810.48,1327.56
601585,401897,2025-09-18,428.99,739.38,1168.37
601586,401898,2025-09-22,317.9,606.33,924.23
601587,401900,2025-09-27,584.89,721.79,1306.68
601588,401901,2025-09-25,820.97,60.6,881.57
601589,401903,2025-09-23,320.24,93.98,414.22
601590,401904,2025-09-27,122.24,998.71,1120.95
601591,401906,2025-09-25,611.96,45.82,657.78
601592,401907,2025-09-22,199.62,438.57,638.19
601593,401908,2025-09-28,90.97,761.52,852.49
601594,401909,2025-09-21,474.88,147.47,622.35
601595,401910,2025-09-27,85.94,16.1,102.04
601596,401912,2025-09-21,702.84,792.54,1495.38
601597,401913,2025-10-04,633.34,1081.56,1714.9
601598,401914,2025-09-28,694.12,391.96,1086.08
601599,401915,2025-09-24,775.63,640.84,1416.47
601600,401916,2025-10-03,771.15,1062.95,1834.1
601601,401917,2025-10-02,742.65,482.37,1225.02
601602,401918,2025-10-04,732.27,973.74,1706.01
601603,401920,2025-10-01,531.24,1166.94,1698.18
601604,401922,2025-09-29,86.85,646.71,733.56
601605,401923,2025-10-05,796.46,177.33,973.79
601606,401924,2025-09-24,496.33,617.94,1114.27
601607,401925,2025-09-22,535.22,658.06,1193.28
601608,401928,2025-10-05,385.74,1029.19,1414.93
601609,401929,2025-09-23,169.76,536.34,706.1
601610,401930,2025-10-05,155.82,164.91,320.73
601611,401931,2025-10-06,125.81,1.16,126.97
601612,401933,2025-09-30,310.54,696.1,1006.64
601613,401935,2025-10-02,503.1,196.36,699.46
601614,401936,2025-09-24,515.46,605.21,1120.67
601615,401938,2025-09-24,770.56,86.04,856.6
601616,401939,2025-09-29,141.21,92.43,233.64
601617,401940,2025-09-29,739.83,294.12,1033.95
601618,401941,2025-10-02,560.59,682.34,1242.93
601619,401942,2025-09-27,101.48,18.5,119.98
601620,401943,2025-10-07,353.57,469.47,823.04
601621,401944,2025-10-01,288.97,1005.58,1294.55
601622,401945,2025-10-08,577.53,543.94,1121.47
601623,401946,2025-09-26,546.62,515.3,1061.92
601624,401947,2025-10-01,769.18,769.18,1538.36
601625,401948,2025-10-03,521.73,1060.7,1582.43
601626,401949,2025-10-05,673.23,77.48,750.71
601627,401951,2025-09-25,336.14,959.0,1295.14
